#info;12:02:17.424;44449.501590555556;sensor;4;Pseudo Gyro;accuracy;80
4;12:02:16.235;44449.50157679398;0.000;0.000;0.000;0.000
4;12:02:16.444;44449.50157921296;-0.429;-0.318;0.277;0.601
4;12:02:16.587;44449.501580868055;0.083;0.014;-0.248;0.262
4;12:02:16.730;44449.50158252315;-0.018;-0.055;-0.034;0.067
4;12:02:16.850;44449.50158391204;-0.064;-0.085;-0.214;0.239
4;12:02:16.966;44449.501585254635;0.040;-0.141;0.093;0.173
4;12:02:17.108;44449.50158689814;-0.063;-0.286;0.640;0.704
4;12:02:17.232;44449.50158833333;0.548;-0.165;0.948;1.108
4;12:02:17.370;44449.50158993056;1.028;-0.133;-0.151;1.048
4;12:02:17.490;44449.501591319444;-0.369;-0.692;-1.804;1.968
4;12:02:17.609;44449.50159269676;-0.257;-0.836;-2.666;2.806
4;12:02:17.753;44449.50159436342;-0.019;-0.358;-1.236;1.287
4;12:02:17.874;44449.50159576389;0.010;-0.188;-1.898;1.907
4;12:02:18.009;44449.50159732639;0.072;0.126;0.157;0.214
4;12:02:18.130;44449.501598726856;-0.223;-0.285;0.834;0.909
4;12:02:18.246;44449.501600069445;-0.092;0.005;-0.186;0.208
4;12:02:18.383;44449.501601655094;-0.002;0.208;0.432;0.479
4;12:02:18.509;44449.50160311343;-0.016;0.050;0.202;0.209
4;12:02:18.648;44449.50160472222;0.009;-0.049;-0.169;0.176
4;12:02:18.771;44449.50160614583;0.108;0.037;0.257;0.281
4;12:02:18.890;44449.50160752315;0.087;0.080;0.305;0.327
4;12:02:19.027;44449.5016091088;0.081;-0.050;-0.292;0.307
4;12:02:19.147;44449.50161049768;-0.067;-0.019;0.142;0.158
4;12:02:19.286;44449.501612106484;-0.029;0.062;0.198;0.209
4;12:02:19.408;44449.501613518514;-0.015;-0.170;-0.880;0.896
4;12:02:19.528;44449.50161490741;0.064;0.107;-0.110;0.166
4;12:02:19.669;44449.50161653935;0.423;0.362;1.912;1.992
4;12:02:19.786;44449.50161789352;-0.806;-2.146;-6.799;7.175
4;12:02:19.931;44449.50161957176;0.331;-0.277;-3.941;3.964
4;12:02:20.045;44449.5016208912;0.148;1.959;6.148;6.454
4;12:02:20.165;44449.50162228009;-0.431;-1.631;-5.922;6.157
4;12:02:20.304;44449.50162388889;-0.061;-0.568;-2.494;2.558
4;12:02:20.427;44449.5016253125;-0.129;-0.011;-0.062;0.144
4;12:02:20.568;44449.501626944446;-0.205;0.422;0.548;0.722
4;12:02:20.690;44449.50162835648;-0.091;0.476;1.777;1.842
4;12:02:20.809;44449.5016297338;-0.073;0.234;0.850;0.884
4;12:02:20.949;44449.50163135417;-0.023;0.042;-1.465;1.465
4;12:02:21.068;44449.50163273148;0.015;0.150;-0.296;0.332
4;12:02:21.204;44449.501634305554;-0.000;0.254;2.250;2.265
4;12:02:21.325;44449.50163570602;0.275;-0.368;0.200;0.501
4;12:02:21.454;44449.50163719908;-0.140;-0.091;2.070;2.077
4;12:02:21.586;44449.501638726855;0.062;-0.386;-0.151;0.419
4;12:02:21.711;44449.50164017361;0.282;0.839;2.169;2.343
4;12:02:21.847;44449.50164174769;-0.326;-0.402;-1.568;1.651
4;12:02:21.966;44449.501643125;-0.404;0.411;1.047;1.195
4;12:02:22.089;44449.50164454861;0.556;0.820;2.149;2.366
4;12:02:22.227;44449.50164614583;0.299;0.200;-0.796;0.873
4;12:02:22.351;44449.50164758102;-0.379;0.123;0.367;0.542
4;12:02:22.489;44449.501649178244;0.259;0.605;0.721;0.976
4;12:02:22.606;44449.5016505324;-0.012;0.341;0.672;0.754
4;12:02:22.730;44449.50165196759;0.226;-0.102;0.241;0.346
4;12:02:22.867;44449.50165355324;0.360;-0.675;0.826;1.126
4;12:02:22.986;44449.50165493056;0.383;-0.495;0.820;1.032
4;12:02:23.124;44449.50165652778;0.575;0.016;1.034;1.183
4;12:02:23.246;44449.501657939814;-0.185;-0.332;0.813;0.898
4;12:02:23.370;44449.501659375004;-1.066;-0.653;0.548;1.365
4;12:02:23.509;44449.50166098379;-2.124;-0.705;-2.845;3.619
4;12:02:23.629;44449.501662372684;-0.806;0.317;-3.858;3.954
4;12:02:23.769;44449.501663993055;-0.010;0.500;-1.401;1.488
4;12:02:23.885;44449.50166533564;0.634;1.149;0.604;1.445
4;12:02:24.005;44449.501666724536;0.286;0.767;0.970;1.270
4;12:02:24.149;44449.5016683912;-0.167;0.018;0.758;0.777
4;12:02:24.267;44449.501669756944;0.203;0.224;0.346;0.459
4;12:02:24.407;44449.501671377315;0.165;-0.083;-1.429;1.441
4;12:02:24.531;44449.501672812505;0.084;-0.153;-0.716;0.737
4;12:02:24.645;44449.50167413194;-0.184;-0.132;0.572;0.615
4;12:02:24.759;44449.50167545139;-0.177;-0.277;0.205;0.387
4;12:02:24.907;44449.50167716436;-0.328;0.338;1.451;1.526
4;12:02:25.047;44449.50167878473;-0.091;0.193;0.696;0.728
4;12:02:25.167;44449.50168017361;0.039;0.400;0.946;1.028
4;12:02:25.288;44449.501681574075;0.080;-0.061;-0.108;0.147
4;12:02:25.424;44449.50168314815;-0.648;-1.639;-1.173;2.117
4;12:02:25.543;44449.50168452546;-2.064;-3.404;-7.193;8.221
4;12:02:25.687;44449.50168619213;-0.370;0.415;1.004;1.148
4;12:02:25.805;44449.50168755787;-0.100;0.061;0.395;0.412
4;12:02:25.928;44449.50168898148;-0.162;-2.188;-3.044;3.752
4;12:02:26.065;44449.50169056713;-2.567;-2.961;-23.038;23.369
4;12:02:26.187;44449.50169197917;-0.782;0.810;-2.333;2.590
4;12:02:26.327;44449.50169359954;1.235;-2.387;-2.355;3.573
4;12:02:26.446;44449.50169497685;1.011;0.726;7.473;7.576
