#info;12:02:16.234;44449.50157678241;sensor;1;LIS2HH Accelerometer;accuracy;3
sensor-id;time;excel_time;x;y;z;abs;RoT_or_steps
1;12:02:16.234;44449.50157678241;-4.168;3.734;8.575;10.240;0.000
1;12:02:16.447;44449.501579247684;-2.337;2.270;9.649;10.184;0.000
1;12:02:16.584;44449.501580833334;-2.275;2.459;9.619;10.185;0.000
1;12:02:16.725;44449.50158246528;-2.042;2.273;9.653;10.126;0.000
1;12:02:16.843;44449.50158383102;-2.168;2.227;10.016;10.487;0.000
1;12:02:16.967;44449.5015852662;-1.705;2.233;9.964;10.353;0.000
1;12:02:17.104;44449.50158685185;-0.857;2.767;8.317;8.807;0.000
1;12:02:17.233;44449.50158834491;-2.438;3.434;8.810;9.765;0.000
1;12:02:17.371;44449.50158994213;-1.561;3.992;9.515;10.436;1.000
1;12:02:17.491;44449.50159133102;-0.621;2.046;9.759;9.990;1.000
1;12:02:17.604;44449.50159263889;-1.382;3.125;9.924;10.496;1.000
1;12:02:17.744;44449.50159425926;-1.278;2.430;9.481;9.871;1.000
1;12:02:17.864;44449.50159564815;-2.661;3.181;10.046;10.868;1.000
1;12:02:18.004;44449.50159726852;-1.073;2.306;9.623;9.954;1.000
1;12:02:18.124;44449.50159865741;-1.467;2.292;10.310;10.663;1.000
1;12:02:18.243;44449.501600034724;-1.320;2.119;9.909;10.219;1.000
1;12:02:18.386;44449.501601689815;-1.477;2.533;9.583;10.021;1.000
1;12:02:18.507;44449.50160309028;-0.784;2.146;9.987;10.245;1.000
1;12:02:18.650;44449.50160474537;-1.595;2.807;9.079;9.636;1.000
1;12:02:18.769;44449.501606122685;-1.366;2.437;9.206;9.621;1.000
1;12:02:18.892;44449.50160754629;-1.289;2.781;9.335;9.825;1.000
1;12:02:19.024;44449.501609074076;-1.448;2.094;9.462;9.798;1.000
1;12:02:19.143;44449.50161045139;-1.573;3.027;9.446;10.044;1.000
1;12:02:19.284;44449.50161208333;-0.751;2.474;9.433;9.781;1.000
1;12:02:19.404;44449.501613472225;-0.946;2.718;9.570;9.993;1.000
1;12:02:19.523;44449.501614849534;-1.652;3.366;9.643;10.346;1.000
1;12:02:19.663;44449.501616469905;-0.010;1.971;10.534;10.717;2.000
1;12:02:19.786;44449.50161789352;-0.773;0.553;9.120;9.169;2.000
1;12:02:19.924;44449.50161949074;-0.687;5.153;9.108;10.487;2.000
1;12:02:20.045;44449.5016208912;-1.555;3.641;11.862;12.505;3.000
1;12:02:20.165;44449.50162228009;-0.731;1.396;10.192;10.313;3.000
1;12:02:20.305;44449.50162390046;-0.969;1.728;9.962;10.157;3.000
1;12:02:20.423;44449.5016252662;-1.692;1.070;9.231;9.446;3.000
1;12:02:20.563;44449.50162688657;-1.898;0.980;9.650;9.883;3.000
1;12:02:20.684;44449.501628287035;-1.908;2.134;9.239;9.673;3.000
1;12:02:20.804;44449.50162967593;-2.135;2.289;9.452;9.957;3.000
1;12:02:20.946;44449.50163131944;-2.251;0.981;9.731;10.036;3.000
1;12:02:21.063;44449.50163267361;-2.364;0.519;9.573;9.874;3.000
1;12:02:21.205;44449.50163431713;-2.607;2.511;8.496;9.235;3.000
1;12:02:21.325;44449.50163570602;-1.759;6.458;9.219;11.393;4.000
1;12:02:21.453;44449.501637187495;-1.201;2.347;8.443;8.845;4.000
1;12:02:21.589;44449.501638761576;-0.445;4.287;9.487;10.420;4.000
1;12:02:21.709;44449.50164015046;-0.638;3.654;9.729;10.412;4.000
1;12:02:21.845;44449.501641724535;-1.687;2.711;10.098;10.591;5.000
1;12:02:21.964;44449.50164310185;-0.610;2.266;10.326;10.589;5.000
1;12:02:22.084;44449.50164449074;-1.603;4.112;8.060;9.189;5.000
1;12:02:22.223;44449.50164609954;-1.699;3.290;9.637;10.324;5.000
1;12:02:22.345;44449.50164751157;-2.255;4.129;8.878;10.048;5.000
1;12:02:22.483;44449.501649108795;-2.588;4.455;8.238;9.717;5.000
1;12:02:22.604;44449.501650509264;-1.913;4.873;8.861;10.292;5.000
1;12:02:22.731;44449.50165197917;-1.389;5.421;8.756;10.392;5.000
1;12:02:22.868;44449.50165356482;0.600;5.147;9.385;10.721;6.000
1;12:02:22.992;44449.501655;0.949;5.847;7.680;9.699;6.000
1;12:02:23.126;44449.50165655093;2.208;5.745;8.449;10.453;6.000
1;12:02:23.245;44449.50165792824;2.731;5.246;7.960;9.917;6.000
1;12:02:23.365;44449.50165931713;3.706;3.381;8.328;9.722;6.000
1;12:02:23.503;44449.50166091435;0.800;3.361;10.375;10.935;6.000
1;12:02:23.624;44449.50166231481;-0.269;3.342;9.765;10.324;6.000
1;12:02:23.764;44449.50166393518;-0.970;3.483;9.214;9.898;6.000
1;12:02:23.885;44449.50166533564;-2.062;4.746;8.963;10.350;6.000
1;12:02:24.009;44449.50166677083;-1.784;4.524;9.364;10.551;6.000
1;12:02:24.148;44449.50166837963;-1.411;4.585;8.767;9.993;6.000
1;12:02:24.269;44449.50166978009;-1.545;4.606;8.220;9.548;6.000
1;12:02:24.409;44449.50167140046;-3.289;4.946;8.277;10.188;6.000
1;12:02:24.531;44449.501672812505;-2.441;4.588;8.323;9.812;6.000
1;12:02:24.643;44449.5016741088;-2.161;4.347;9.687;10.835;7.000
1;12:02:24.744;44449.501675277774;-1.374;4.061;9.649;10.558;7.000
1;12:02:24.845;44449.50167644676;-1.621;4.329;9.454;10.523;7.000
1;12:02:24.964;44449.501677824075;-1.354;4.329;9.339;10.382;7.000
1;12:02:25.104;44449.501679444445;-1.216;4.562;8.871;10.049;7.000
1;12:02:25.224;44449.50168083333;-0.913;4.369;9.182;10.209;7.000
1;12:02:25.363;44449.50168244213;-0.550;2.646;12.032;12.332;7.000
1;12:02:25.483;44449.50168383102;2.417;1.341;7.716;8.196;7.000
1;12:02:25.604;44449.50168523148;1.872;0.334;8.885;9.087;7.000
1;12:02:25.744;44449.50168685185;0.303;1.846;9.139;9.328;7.000
1;12:02:25.863;44449.50168822917;-0.513;-0.307;10.989;11.005;8.000
1;12:02:26.004;44449.50168986111;5.489;2.560;9.404;11.186;8.000
1;12:02:26.123;44449.50169123843;-0.744;-0.822;9.085;9.152;8.000
1;12:02:26.244;44449.50169263889;2.954;1.395;7.679;8.345;8.000
1;12:02:26.383;44449.50169424769;1.250;0.256;10.498;10.575;9.000
1;12:02:26.504;44449.50169564815;0.181;-1.753;10.478;10.625;9.000
1;12:02:26.643;44449.50169725694;1.381;-1.394;8.286;8.515;9.000
1;12:02:26.763;44449.501698645836;-1.570;-2.221;10.790;11.127;10.000
1;12:02:26.884;44449.5017000463;-1.316;-0.128;10.007;10.094;10.000
1;12:02:27.027;44449.50170170139;1.919;1.394;10.127;10.401;10.000
1;12:02:27.145;44449.50170306713;1.735;1.987;9.237;9.606;10.000
1;12:02:27.286;44449.50170469907;2.832;2.455;8.713;9.485;10.000
1;12:02:27.406;44449.50170608796;3.771;2.876;8.859;10.049;10.000
1;12:02:27.525;44449.50170746528;2.060;2.618;8.525;9.153;10.000
1;12:02:27.664;44449.50170907407;0.721;1.847;10.339;10.527;11.000
1;12:02:27.784;44449.501710462966;-0.235;2.888;9.388;9.825;11.000
1;12:02:27.924;44449.501712083336;-0.604;2.946;9.456;9.923;11.000
1;12:02:28.044;44449.50171347222;-2.101;2.249;11.985;12.374;11.000
1;12:02:35.636;44449.501801342594;-2.440;2.746;8.597;9.349;11.000
1;12:02:35.760;44449.50180277778;-2.160;2.166;9.643;10.116;11.000
1;12:02:35.887;44449.50180424769;-1.339;2.067;10.474;10.760;12.000
1;12:02:36.007;44449.50180563657;-0.846;2.487;9.816;10.162;12.000
1;12:02:36.128;44449.50180703704;-0.601;2.579;9.713;10.068;12.000
1;12:02:36.268;44449.50180865741;-0.406;2.502;9.814;10.136;12.000
1;12:02:36.389;44449.501810057875;0.316;1.933;10.083;10.271;12.000
1;12:02:36.528;44449.50181166666;0.648;1.859;10.392;10.576;12.000
1;12:02:36.648;44449.501813055555;0.057;2.041;10.327;10.527;12.000
1;12:02:36.775;44449.50181452546;0.187;2.182;10.597;10.821;12.000
1;12:02:36.908;44449.50181606482;0.163;2.388;10.024;10.306;12.000
1;12:02:37.036;44449.5018175463;0.219;2.547;9.817;10.145;12.000
1;12:02:37.167;44449.5018190625;0.074;2.635;9.632;9.986;12.000
1;12:02:37.288;44449.50182046296;-0.065;2.641;9.717;10.069;12.000
1;12:02:37.410;44449.501821875005;-0.141;2.806;9.967;10.355;12.000
1;12:02:37.553;44449.501823530096;0.160;2.831;9.732;10.137;12.000
1;12:02:37.667;44449.50182484953;0.079;2.810;9.237;9.655;12.000
1;12:02:37.807;44449.5018264699;0.129;2.778;9.536;9.933;12.000
1;12:02:37.934;44449.501827939814;0.012;2.925;9.851;10.276;12.000
1;12:02:38.055;44449.50182934028;-0.007;2.899;9.797;10.217;12.000
1;12:02:38.187;44449.50183086806;0.021;3.010;9.722;10.177;12.000
1;12:02:38.314;44449.50183233796;0.056;3.027;9.481;9.953;12.000
1;12:02:38.452;44449.50183393518;0.133;3.172;9.906;10.402;12.000
1;12:02:38.568;44449.50183527778;-0.011;3.154;9.547;10.054;12.000
1;12:02:38.691;44449.50183670138;0.124;3.254;9.570;10.109;12.000
1;12:02:38.830;44449.501838310185;0.018;3.222;9.522;10.052;12.000
1;12:02:38.948;44449.501839675926;0.074;3.270;9.615;10.156;12.000
1;12:02:39.087;44449.50184128473;-0.016;3.273;9.565;10.109;12.000
1;12:02:39.213;44449.501842743055;0.038;3.288;9.570;10.119;12.000
1;12:02:39.332;44449.50184412037;0.079;3.325;9.437;10.006;12.000
1;12:02:39.468;44449.501845694445;-0.028;3.267;9.449;9.998;12.000
1;12:02:39.590;44449.50184710648;0.045;3.309;9.622;10.176;12.000
1;12:02:39.730;44449.50184872685;-0.090;3.293;9.605;10.155;12.000
1;12:02:39.849;44449.50185010416;-0.076;3.312;9.653;10.206;12.000
1;12:02:39.967;44449.501851469904;-0.026;3.278;9.542;10.090;12.000
1;12:02:40.112;44449.50185314815;-0.043;3.319;9.544;10.105;12.000
1;12:02:40.229;44449.50185450232;-0.080;3.312;9.677;10.229;12.000
1;12:02:40.367;44449.50185609954;-0.055;3.380;9.456;10.042;12.000
1;12:02:40.489;44449.501857511576;-0.145;3.311;9.640;10.194;12.000
1;12:02:40.608;44449.50185888889;-0.087;3.376;9.497;10.079;12.000
1;12:02:40.750;44449.50186053241;-0.127;3.376;9.560;10.140;12.000
1;12:02:40.869;44449.501861909725;-0.062;3.410;9.616;10.203;12.000
1;12:02:41.012;44449.501863564816;-0.128;3.388;9.512;10.098;12.000
1;12:02:41.130;44449.50186493056;-0.126;3.413;9.529;10.123;12.000
1;12:02:41.250;44449.50186631945;-0.078;3.448;9.577;10.179;12.000
1;12:02:41.387;44449.50186790509;-0.120;3.391;9.668;10.246;12.000
1;12:02:41.508;44449.50186930556;0.110;3.471;9.908;10.499;12.000
1;12:02:41.648;44449.50187092593;-0.172;3.203;10.222;10.713;13.000
1;12:02:41.768;44449.50187231481;-0.128;2.626;9.920;10.263;13.000
1;12:02:41.889;44449.50187371528;-0.201;2.635;9.664;10.019;13.000
1;12:02:42.029;44449.50187533565;-0.089;2.590;10.037;10.367;13.000
1;12:02:42.147;44449.50187670139;-0.296;2.539;9.811;10.139;13.000
1;12:02:42.287;44449.50187832176;-0.205;2.579;9.876;10.209;13.000
1;12:02:42.412;44449.50187976852;-0.235;2.502;9.763;10.082;13.000
1;12:02:42.532;44449.50188115741;-0.522;2.463;9.554;9.880;13.000
1;12:02:42.668;44449.50188273148;-0.421;2.678;9.631;10.005;13.000
1;12:02:42.790;44449.50188414352;-0.510;2.894;10.669;11.066;13.000
1;12:02:42.928;44449.50188574074;0.133;2.932;10.360;10.768;13.000
1;12:02:43.054;44449.501887199076;-0.060;2.842;9.676;10.085;13.000
1;12:02:43.172;44449.50188856482;-0.438;2.690;9.785;10.157;13.000
1;12:02:43.308;44449.50189013889;-0.333;2.710;9.889;10.259;13.000
1;12:02:43.427;44449.50189151621;-0.041;2.925;9.919;10.341;13.000
1;12:02:43.567;44449.50189313658;-0.281;2.792;10.019;10.405;13.000
1;12:02:43.694;44449.50189460648;-0.259;2.779;9.444;9.848;13.000
1;12:02:43.807;44449.50189591435;-0.169;2.855;9.822;10.230;13.000
1;12:02:43.948;44449.501897546295;-0.202;2.931;9.525;9.968;13.000
1;12:02:44.072;44449.501898981485;-0.357;2.770;9.828;10.217;13.000
1;12:02:44.207;44449.50190054398;-0.224;2.897;9.748;10.172;13.000
1;12:02:44.327;44449.501901932876;-0.291;2.852;9.803;10.214;13.000
1;12:02:44.449;44449.501903344906;-0.171;2.956;9.712;10.153;13.000
1;12:02:44.587;44449.501904942124;-0.159;3.070;9.761;10.234;13.000
1;12:02:44.712;44449.50190638889;0.027;3.221;9.767;10.284;13.000
1;12:02:44.854;44449.50190803241;0.512;3.735;8.688;9.471;13.000
1;12:02:44.968;44449.50190935185;0.539;4.081;8.776;9.694;13.000
1;12:02:45.088;44449.50191074074;0.178;3.927;9.731;10.495;13.000
1;12:02:45.227;44449.50191234954;0.835;3.512;9.801;10.444;13.000
1;12:02:45.347;44449.50191373842;0.328;3.543;9.897;10.517;13.000
1;12:02:45.487;44449.50191535879;0.295;3.582;9.700;10.345;13.000
1;12:02:45.607;44449.501916747686;0.300;3.651;9.225;9.926;13.000
1;12:02:45.732;44449.501918194444;0.338;3.696;9.486;10.186;13.000
1;12:02:45.868;44449.50191976852;0.323;3.655;9.456;10.143;13.000
1;12:02:45.996;44449.501921250005;0.303;3.716;9.571;10.271;13.000
1;12:02:46.129;44449.50192278935;0.270;3.614;9.286;9.968;13.000
1;12:02:46.255;44449.501924247685;0.344;3.642;9.524;10.203;13.000
1;12:02:46.367;44449.501925543984;0.249;3.653;9.450;10.134;13.000
1;12:02:46.508;44449.50192717592;0.218;3.596;9.531;10.190;13.000
1;12:02:46.629;44449.501928576385;0.047;3.744;9.326;10.049;13.000
1;12:02:46.767;44449.50193017361;-0.941;3.260;9.944;10.507;13.000
1;12:02:46.887;44449.501931562496;-2.735;4.016;9.119;10.332;13.000
1;12:02:47.012;44449.50193300926;-2.355;3.019;10.533;11.207;14.000
1;12:02:47.147;44449.50193457176;-3.016;2.501;10.768;11.459;14.000
1;12:02:47.268;44449.50193597222;-2.943;3.339;8.189;9.321;14.000
1;12:02:47.407;44449.50193758102;-3.715;3.005;9.390;10.536;14.000
1;12:02:47.531;44449.501939016205;-3.540;3.177;8.671;9.890;14.000
1;12:02:47.651;44449.50194040509;-2.538;3.272;9.292;10.173;14.000
1;12:02:47.787;44449.501941979164;-2.863;3.316;9.140;10.136;14.000
1;12:02:47.908;44449.501943379626;-2.746;3.389;9.055;10.051;14.000
1;12:02:48.053;44449.50194505787;-2.985;3.208;9.556;10.513;14.000
1;12:02:48.173;44449.50194644676;-2.712;3.187;9.061;9.981;14.000
1;12:02:48.292;44449.50194782407;-3.086;3.180;9.544;10.523;14.000
1;12:02:48.400;44449.501949074074;-2.534;3.358;9.253;10.164;14.000
1;12:02:48.502;44449.501950254635;-3.070;3.333;9.270;10.319;14.000
1;12:02:48.609;44449.50195149306;-2.745;3.338;9.049;10.028;14.000
1;12:02:48.753;44449.50195315972;-2.132;3.617;9.474;10.363;14.000
1;12:02:48.868;44449.50195449074;-3.021;3.425;8.822;9.934;14.000
1;12:02:49.010;44449.50195613426;-3.859;3.520;8.379;9.874;14.000
1;12:02:49.127;44449.50195748842;-4.752;3.612;7.456;9.551;14.000
1;12:02:49.247;44449.501958877314;-3.296;3.449;9.513;10.643;15.000
1;12:02:49.411;44449.501960775466;-2.648;3.305;8.988;9.936;15.000
1;12:02:49.524;44449.50196208333;-2.900;3.319;9.302;10.293;15.000
1;12:02:49.628;44449.50196328704;-2.794;3.253;9.425;10.354;15.000
1;12:02:49.767;44449.50196489583;-2.653;3.270;9.223;10.138;15.000
1;12:02:49.889;44449.50196630787;-2.738;3.281;9.414;10.338;15.000
1;12:02:50.008;44449.50196768518;-2.581;3.434;9.455;10.385;15.000
1;12:02:50.109;44449.501968854165;-2.210;3.247;9.339;10.131;15.000
1;12:02:50.273;44449.50197075232;-2.066;3.255;9.220;9.994;15.000
1;12:02:50.409;44449.50197232639;-2.087;3.245;9.274;10.044;15.000
1;12:02:50.535;44449.50197378472;-2.166;3.228;9.324;10.102;15.000
1;12:02:50.654;44449.50197516204;-2.253;3.044;9.334;10.073;15.000
1;12:02:50.787;44449.50197670139;-2.342;3.287;9.885;10.677;15.000
1;12:02:50.907;44449.50197809028;-2.376;3.358;8.819;9.732;15.000
1;12:02:56.841;44449.50204677084;-1.920;3.468;9.437;10.236;15.000
1;12:02:56.960;44449.50204814815;-1.561;3.361;9.474;10.173;15.000
1;12:02:57.106;44449.50204983796;-1.222;3.375;9.402;10.064;15.000
1;12:02:57.223;44449.50205119213;-1.390;3.316;9.524;10.180;15.000
1;12:02:57.347;44449.502052627315;-1.321;3.383;9.529;10.198;15.000
1;12:02:57.459;44449.502053923614;-1.253;3.437;9.498;10.178;15.000
1;12:02:57.561;44449.50205510417;-1.203;3.393;9.400;10.065;15.000
1;12:02:57.666;44449.50205631944;-1.197;3.429;9.375;10.053;15.000
1;12:02:57.807;44449.50205795139;-1.308;3.352;9.537;10.194;15.000
1;12:02:57.924;44449.50205930555;-1.185;3.412;9.397;10.068;15.000
1;12:02:58.063;44449.502060914354;-1.253;3.350;9.467;10.120;15.000
1;12:02:58.184;44449.502062314816;-1.208;3.357;9.491;10.139;15.000
1;12:02:58.303;44449.502063692125;-1.194;3.434;9.531;10.201;15.000
1;12:02:58.444;44449.50206532408;-1.255;3.448;9.394;10.085;15.000
1;12:02:58.570;44449.50206678241;-1.303;3.449;9.422;10.118;15.000
1;12:02:58.704;44449.502068333335;-1.295;3.446;9.525;10.212;15.000
1;12:02:58.831;44449.502069803246;-1.264;3.422;9.558;10.230;15.000
1;12:02:58.945;44449.50207112268;-1.326;3.453;9.499;10.194;15.000
1;12:02:59.087;44449.502072766205;-1.266;3.436;9.594;10.269;15.000
1;12:02:59.208;44449.50207416667;-1.226;3.422;9.583;10.249;15.000
1;12:02:59.344;44449.50207574074;-1.195;3.443;9.466;10.143;15.000
1;12:02:59.464;44449.502077129626;-1.222;3.441;9.434;10.116;15.000
1;12:02:59.583;44449.50207850694;-1.191;3.509;9.327;10.036;15.000
1;12:02:59.724;44449.50208013889;-0.699;3.114;9.278;9.811;15.000
1;12:02:59.843;44449.5020815162;-0.469;3.127;9.829;10.325;15.000
1;12:02:59.989;44449.50208320602;-0.334;3.015;9.710;10.172;15.000
1;12:03:00.104;44449.50208453704;0.127;2.892;9.175;9.621;15.000
1;12:03:00.229;44449.5020859838;-0.116;1.558;10.188;10.307;15.000
1;12:03:00.366;44449.502087569446;1.909;1.770;11.446;11.738;16.000
1;12:03:00.485;44449.502088946756;2.161;1.846;8.589;9.047;16.000
1;12:03:00.624;44449.50209055556;0.688;2.907;9.079;9.558;16.000
1;12:03:00.749;44449.502092002316;-0.195;3.401;9.223;9.832;16.000
1;12:03:00.866;44449.50209335648;-0.255;3.495;9.742;10.353;16.000
1;12:03:01.003;44449.50209494213;-0.817;3.764;9.263;10.032;16.000
1;12:03:01.124;44449.50209634259;-1.021;3.738;9.920;10.650;17.000
1;12:03:01.265;44449.50209797454;-1.210;3.900;9.883;10.693;17.000
1;12:03:01.383;44449.50209934028;-1.095;3.936;9.379;10.231;17.000
1;12:03:01.504;44449.50210074074;-0.549;3.949;9.683;10.472;17.000
1;12:03:01.644;44449.50210236111;-0.357;3.959;9.010;9.848;17.000
1;12:03:01.764;44449.50210375;0.303;3.919;9.509;10.289;17.000
1;12:03:01.903;44449.5021053588;-0.156;3.617;9.309;9.988;17.000
1;12:03:02.025;44449.50210677083;0.220;4.164;9.504;10.378;17.000
1;12:03:02.143;44449.50210813657;-0.394;3.852;9.924;10.653;17.000
1;12:03:02.248;44449.50210935185;-0.204;3.495;9.894;10.495;17.000
1;12:03:02.349;44449.50211052083;-0.151;3.569;9.644;10.284;17.000
1;12:03:02.467;44449.50211188657;0.166;3.814;9.717;10.440;17.000
1;12:03:02.604;44449.50211347222;-0.134;3.905;9.504;10.276;17.000
1;12:03:02.723;44449.502114849536;-0.111;4.418;8.916;9.952;17.000
1;12:03:02.868;44449.50211652778;0.237;4.310;9.219;10.179;17.000
1;12:03:02.990;44449.50211793982;0.321;4.716;8.559;9.777;17.000
1;12:03:03.106;44449.502119282406;0.178;3.723;8.142;8.955;17.000
1;12:03:03.248;44449.50212092593;-3.439;5.641;7.855;10.264;17.000
1;12:03:03.369;44449.50212232639;-3.894;3.715;9.206;10.664;18.000
1;12:03:03.505;44449.50212390046;-4.003;3.454;4.697;7.072;18.000
1;12:03:03.623;44449.502125266205;-2.904;3.465;9.687;10.690;19.000
1;12:03:03.776;44449.502127037034;-3.429;3.406;8.240;9.553;19.000
1;12:03:03.890;44449.502128356486;-3.020;3.263;9.404;10.402;19.000
1;12:03:04.024;44449.50212990741;-2.761;2.868;9.769;10.549;19.000
1;12:03:04.166;44449.50213155092;-2.535;2.140;9.739;10.289;19.000
1;12:03:04.286;44449.502132939815;-1.327;1.591;10.218;10.426;19.000
1;12:03:04.404;44449.502134305556;-0.250;1.746;10.637;10.782;19.000
1;12:03:04.523;44449.502135682866;1.144;1.273;9.588;9.739;19.000
1;12:03:04.664;44449.50213731482;-0.139;0.164;9.938;9.940;19.000
1;12:03:04.809;44449.502138993055;0.171;0.365;10.931;10.939;19.000
1;12:03:04.925;44449.50214033565;0.054;1.028;9.868;9.921;19.000
1;12:03:05.043;44449.50214170139;-0.134;0.829;10.037;10.072;19.000
1;12:03:05.184;44449.50214333333;0.691;0.804;11.175;11.225;19.000
1;12:03:05.305;44449.50214473379;1.324;0.872;11.392;11.502;19.000
1;12:03:05.448;44449.502146388884;-0.743;1.064;8.811;8.906;19.000
1;12:03:05.565;44449.50214774306;-1.788;1.333;9.957;10.204;19.000
1;12:03:05.690;44449.502149189815;-0.878;1.287;10.235;10.353;19.000
1;12:03:05.829;44449.50215079861;-1.348;1.492;9.695;9.902;19.000
1;12:03:05.951;44449.50215221065;-0.597;1.616;10.242;10.386;19.000
1;12:03:06.084;44449.50215375;-1.487;1.969;9.573;9.886;19.000
1;12:03:06.205;44449.50215515046;-0.272;2.345;10.128;10.400;19.000
1;12:03:06.323;44449.5021565162;-0.719;2.051;9.629;9.872;19.000
1;12:03:06.467;44449.50215818287;-0.306;2.398;9.987;10.275;19.000
1;12:03:06.583;44449.502159525466;-0.256;2.585;9.760;10.100;19.000
1;12:03:06.728;44449.50216120371;-0.463;2.425;9.578;9.891;19.000
1;12:03:06.849;44449.50216260417;-0.292;2.462;9.820;10.128;19.000
1;12:03:06.968;44449.50216398148;-0.431;2.471;9.732;10.050;19.000
1;12:03:07.109;44449.50216561343;-0.564;2.377;10.021;10.314;19.000
1;12:03:07.230;44449.50216701389;-0.653;2.294;9.927;10.210;19.000
1;12:03:07.363;44449.50216855324;-0.614;2.090;9.984;10.218;19.000
1;12:03:07.486;44449.502169976855;-0.931;2.064;11.291;11.516;20.000
1;12:03:07.606;44449.50217136574;-0.127;2.017;10.673;10.862;20.000
1;12:03:07.743;44449.50217295139;-0.483;2.503;10.479;10.784;20.000
1;12:03:07.865;44449.50217436343;-0.475;2.294;9.978;10.249;20.000
1;12:03:08.005;44449.5021759838;-0.454;2.150;10.200;10.434;20.000
1;12:03:08.125;44449.502177372684;-0.462;2.276;9.937;10.205;20.000
1;12:03:08.248;44449.5021787963;-0.424;2.313;9.899;10.174;20.000
1;12:03:08.354;44449.50218002315;-0.597;2.161;9.844;10.096;20.000
1;12:03:08.509;44449.50218181713;-0.402;2.337;9.817;10.100;20.000
1;12:03:08.647;44449.502183414355;-0.559;2.362;9.952;10.244;20.000
1;12:03:08.767;44449.50218480324;-0.610;2.314;9.918;10.202;20.000
1;12:03:08.886;44449.50218618056;-0.647;2.394;9.739;10.050;20.000
1;12:03:09.024;44449.502187777776;-0.395;2.588;9.791;10.135;20.000
1;12:03:09.148;44449.50218921296;-0.492;2.563;9.791;10.133;20.000
1;12:03:09.289;44449.50219084491;-0.494;2.533;9.921;10.251;20.000
1;12:03:09.403;44449.50219216435;-0.534;2.574;9.590;9.944;20.000
1;12:03:09.526;44449.50219358796;-0.530;2.564;9.918;10.258;20.000
1;12:03:09.665;44449.502195196765;-0.547;2.504;9.899;10.225;20.000
1;12:03:09.790;44449.502196643516;-0.480;2.565;9.850;10.189;20.000
1;12:03:09.929;44449.50219825232;-0.548;2.575;9.700;10.051;20.000
1;12:03:10.049;44449.5021996412;-0.507;2.617;9.708;10.068;20.000
1;12:03:10.168;44449.50220101852;-0.676;2.498;9.847;10.182;20.000
1;12:03:10.280;44449.50220231482;-1.214;3.334;11.363;11.904;20.000
1;12:03:10.427;44449.5022040162;-0.495;4.119;8.297;9.276;20.000
1;12:03:10.564;44449.50220560185;1.282;5.146;7.594;9.263;20.000
1;12:03:10.683;44449.50220697917;1.632;5.854;6.815;9.131;20.000
1;12:03:10.803;44449.50220836805;0.986;5.673;6.734;8.860;20.000
1;12:03:10.917;44449.5022096875;-0.391;4.295;9.110;10.080;20.000
1;12:03:11.067;44449.50221142361;-0.035;1.988;10.697;10.880;21.000
1;12:03:11.204;44449.502213009255;-0.555;-0.835;11.236;11.281;21.000
1;12:03:11.329;44449.50221445602;0.498;-1.177;9.614;9.698;21.000
1;12:03:11.443;44449.502215775465;1.621;-2.424;10.768;11.156;21.000
1;12:03:11.583;44449.502217395835;1.633;1.724;8.027;8.371;21.000
1;12:03:11.705;44449.50221880787;0.573;4.549;6.710;8.127;21.000
1;12:03:11.847;44449.50222045139;-0.070;4.001;7.274;8.302;21.000
1;12:03:11.964;44449.50222180555;-0.318;3.056;8.561;9.096;21.000
1;12:03:12.083;44449.50222318287;-2.186;3.407;8.630;9.533;21.000
1;12:03:12.227;44449.50222484954;-2.727;4.327;10.120;11.339;22.000
1;12:03:12.344;44449.50222620371;-2.065;4.767;8.934;10.335;22.000
1;12:03:12.489;44449.502227881945;-3.234;3.160;9.885;10.870;22.000
1;12:03:12.603;44449.50222920139;-4.759;3.599;7.271;9.406;22.000
1;12:03:12.704;44449.50223037037;-3.106;3.923;8.963;10.265;22.000
1;12:03:12.842;44449.50223196759;-2.448;3.389;8.140;9.151;22.000
1;12:03:12.985;44449.50223362268;-1.134;3.803;8.998;9.834;22.000
1;12:03:13.126;44449.50223525463;-0.603;2.743;10.202;10.582;23.000
1;12:03:13.244;44449.50223662037;-0.107;3.099;9.734;10.215;23.000
1;12:03:13.366;44449.50223803241;-0.302;3.264;9.929;10.456;23.000
1;12:03:13.475;44449.502239293986;0.393;2.577;9.669;10.014;23.000
1;12:03:13.624;44449.50224101852;0.281;2.456;9.909;10.213;23.000
1;12:03:13.764;44449.50224263889;-0.615;3.060;8.898;9.430;23.000
1;12:03:13.884;44449.50224402778;-1.073;2.862;10.222;10.669;24.000
1;12:03:14.004;44449.50224541667;-1.168;2.949;9.695;10.201;24.000
1;12:03:14.106;44449.50224659722;-0.324;2.868;8.659;9.127;24.000
1;12:03:14.209;44449.50224778935;-0.345;3.447;9.329;9.951;24.000
1;12:03:14.329;44449.502249178244;-0.518;3.376;9.626;10.214;24.000
1;12:03:14.464;44449.50225074074;-1.146;3.412;9.186;9.866;24.000
1;12:03:14.584;44449.502252129634;-1.066;3.690;9.754;10.483;25.000
1;12:03:14.724;44449.502253750004;-1.000;3.553;9.426;10.123;25.000
1;12:03:14.847;44449.50225517361;-1.614;3.553;9.597;10.360;25.000
1;12:03:14.964;44449.502256527776;-3.150;3.768;9.588;10.772;25.000
1;12:03:15.105;44449.50225815972;-3.774;3.698;8.532;10.036;25.000
