#info;12:50:27.665;44449.53504241898;sensor;33171009;Pedometer;accuracy;3
33171009;12:06:00.292;44449.5041700463;1.000;1.718;51.000;0.000;4427478012698945000000000000.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;-0.000;-0.000
33171009;12:06:01.330;44449.504182060184;3.000;1.719;59.000;0.000;4427478012698945000000000000.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;-0.000;-0.000
33171009;12:06:02.290;44449.50419317129;5.000;2.266;76.000;-0.000;0.000;0.000;-0.000;-0.000;NaN;-0.000;0.000;-0.000;0.000;0.000;0.000;-0.000
33171009;12:06:03.305;44449.50420491898;7.000;1.812;93.000;-0.000;0.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;0.000;-0.000
33171009;12:06:04.323;44449.50421670139;8.000;1.365;79.000;-0.000;0.000;0.000;-0.000;-0.000;0.000;-0.000;0.000;-0.000;0.000;0.000;0.000;-0.000
33171009;12:06:05.294;44449.50422793982;10.000;1.661;84.000;-0.000;0.000;0.000;-0.000;-0.000;NaN;-0.000;0.000;-0.000;0.000;0.000;0.000;-0.000
33171009;12:06:06.311;44449.504239710644;12.000;2.622;50.000;-0.000;0.000;0.000;-0.000;-0.000;NaN;-0.000;0.000;-0.000;0.000;0.000;0.000;-0.000
33171009;12:06:07.269;44449.50425079861;13.000;2.491;55.000;-0.000;0.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;0.000;-0.000
33171009;12:21:56.837;44449.51524116898;1.000;2.168;79.000;-0.000;0.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;-0.000;-0.000
33171009;12:21:57.857;44449.51525297454;3.000;2.120;93.000;-0.000;0.000;0.000;-0.000;-0.000;NaN;-0.000;0.000;-0.000;0.000;0.000;0.000;-0.000
33171009;12:21:58.825;44449.51526417824;5.000;2.265;93.000;-0.000;0.000;0.000;-0.000;-0.000;NaN;-0.000;0.000;-0.000;0.000;0.000;0.000;-0.000
33171009;12:21:59.839;44449.51527591435;7.000;1.780;89.000;-0.000;0.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;0.000;-0.000
33171009;12:22:00.799;44449.51528702547;9.000;2.214;93.000;-0.000;0.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;0.000;-0.000
33171009;12:22:01.836;44449.51529902778;11.000;1.718;89.000;-0.000;0.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;0.000;-0.000
33171009;12:22:02.856;44449.51531083333;14.000;2.318;92.000;-0.000;0.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;0.000;-0.000
33171009;12:22:03.823;44449.51532202546;16.000;3.115;87.000;-0.000;0.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;0.000;-0.000
33171009;12:22:04.838;44449.515333773146;18.000;2.212;93.000;-0.000;0.000;0.000;-0.000;-0.000;NaN;-0.000;0.000;-0.000;0.000;0.000;0.000;-0.000
33171009;12:22:05.797;44449.515344872685;20.000;1.847;93.000;-0.000;0.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;0.000;-0.000
33171009;12:22:06.817;44449.51535667824;23.000;3.216;89.000;-0.000;0.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;0.000;-0.000
33171009;12:22:07.835;44449.51536846065;25.000;2.266;92.000;-0.000;0.000;0.000;-0.000;-0.000;NaN;-0.000;0.000;-0.000;0.000;0.000;0.000;-0.000
33171009;12:22:08.806;44449.51537969908;27.000;2.933;89.000;-0.000;0.000;4427478012698945000000000000.000;-0.000;0.000;0.000;-0.000;-0.000;-0.000;0.000;-0.000;0.000;-0.000
