#info;12:02:16.245;44449.50157690972;sensor;35;LIS2HH Accelerometer Uncalibrated;accuracy;3
35;12:02:16.245;44449.50157690972;-4.118;3.705;8.817;0.000;0.000;0.000
35;12:02:16.447;44449.501579247684;-2.337;2.270;9.649;0.000;0.000;0.000
35;12:02:16.583;44449.50158082176;-2.225;2.392;9.625;0.000;0.000;0.000
35;12:02:16.725;44449.50158246528;-2.042;2.273;9.653;0.000;0.000;0.000
35;12:02:16.845;44449.501583854166;-2.168;2.227;10.016;0.000;0.000;0.000
35;12:02:16.968;44449.50158527777;-1.705;2.233;9.964;0.000;0.000;0.000
35;12:02:17.105;44449.50158686342;-0.857;2.767;8.317;0.000;0.000;0.000
35;12:02:17.234;44449.50158835648;-2.438;3.434;8.810;0.000;0.000;0.000
35;12:02:17.372;44449.5015899537;-1.561;3.992;9.515;0.000;0.000;0.000
35;12:02:17.490;44449.501591319444;-0.621;2.046;9.759;0.000;0.000;0.000
35;12:02:17.605;44449.501592650464;-1.382;3.125;9.924;0.000;0.000;0.000
35;12:02:17.745;44449.501594270834;-1.278;2.430;9.481;0.000;0.000;0.000
35;12:02:17.865;44449.50159565972;-2.661;3.181;10.046;0.000;0.000;0.000
35;12:02:18.005;44449.50159728009;-1.073;2.306;9.623;0.000;0.000;0.000
35;12:02:18.125;44449.50159866898;-1.467;2.292;10.310;0.000;0.000;0.000
35;12:02:18.244;44449.50160004629;-1.320;2.119;9.909;0.000;0.000;0.000
35;12:02:18.387;44449.501601701384;-1.477;2.533;9.583;0.000;0.000;0.000
35;12:02:18.508;44449.50160310185;-0.784;2.146;9.987;0.000;0.000;0.000
35;12:02:18.650;44449.50160474537;-1.595;2.807;9.079;0.000;0.000;0.000
35;12:02:18.770;44449.50160613426;-1.366;2.437;9.206;0.000;0.000;0.000
35;12:02:18.892;44449.50160754629;-1.289;2.781;9.335;0.000;0.000;0.000
35;12:02:19.025;44449.50160908565;-1.448;2.094;9.462;0.000;0.000;0.000
35;12:02:19.144;44449.50161046296;-1.573;3.027;9.446;0.000;0.000;0.000
35;12:02:19.284;44449.50161208333;-0.751;2.474;9.433;0.000;0.000;0.000
35;12:02:19.404;44449.501613472225;-0.946;2.718;9.570;0.000;0.000;0.000
35;12:02:19.524;44449.50161486111;-1.652;3.366;9.643;0.000;0.000;0.000
35;12:02:19.664;44449.50161648148;-0.010;1.971;10.534;0.000;0.000;0.000
35;12:02:19.787;44449.50161790509;-0.773;0.553;9.120;0.000;0.000;0.000
35;12:02:19.925;44449.50161950232;-0.687;5.153;9.108;0.000;0.000;0.000
35;12:02:20.046;44449.50162090278;-1.555;3.641;11.862;0.000;0.000;0.000
35;12:02:20.166;44449.50162229167;-0.731;1.396;10.192;0.000;0.000;0.000
35;12:02:20.305;44449.50162390046;-0.969;1.728;9.962;0.000;0.000;0.000
35;12:02:20.423;44449.5016252662;-1.692;1.070;9.231;0.000;0.000;0.000
35;12:02:20.564;44449.50162689815;-1.898;0.980;9.650;0.000;0.000;0.000
35;12:02:20.684;44449.501628287035;-1.908;2.134;9.239;0.000;0.000;0.000
35;12:02:20.805;44449.5016296875;-2.135;2.289;9.452;0.000;0.000;0.000
