#info;12:02:16.239;44449.50157684028;sensor;14;AK09918 Magnetometer Uncalibrated;accuracy;3
14;12:02:16.239;44449.50157684028;36.600;-89.700;40.350;16.356;-90.898;102.145
14;12:02:16.443;44449.50157920139;25.500;-82.651;40.350;16.356;-90.898;102.145
14;12:02:16.587;44449.501580868055;24.451;-84.300;41.251;16.356;-90.898;102.145
14;12:02:16.729;44449.50158251157;23.849;-83.250;42.000;16.356;-90.898;102.145
14;12:02:16.847;44449.50158387731;22.800;-83.400;41.100;16.356;-90.898;102.145
14;12:02:16.971;44449.5015853125;20.850;-84.300;41.701;16.356;-90.898;102.145
14;12:02:17.111;44449.50158693287;18.750;-88.200;41.550;16.356;-90.898;102.145
14;12:02:17.237;44449.5015883912;20.850;-91.800;42.450;16.356;-90.898;102.145
14;12:02:17.365;44449.501589872685;17.101;-94.800;43.201;16.356;-90.898;102.145
14;12:02:17.489;44449.50159130787;13.651;-96.750;44.701;16.356;-90.898;102.145
14;12:02:17.608;44449.501592685185;12.900;-97.501;43.500;16.356;-90.898;102.145
14;12:02:17.752;44449.50159435185;13.499;-97.951;46.350;16.356;-90.898;102.145
14;12:02:17.873;44449.501595752314;12.750;-100.200;45.900;16.356;-90.898;102.145
14;12:02:18.010;44449.50159733796;11.850;-97.501;46.201;16.356;-90.898;102.145
14;12:02:18.127;44449.50159869213;14.101;-99.300;45.450;16.356;-90.898;102.145
14;12:02:18.246;44449.501600069445;14.700;-97.650;44.099;16.356;-90.898;102.145
14;12:02:18.385;44449.50160167824;14.850;-97.800;44.701;16.356;-90.898;102.145
14;12:02:18.505;44449.501603067125;13.950;-98.399;43.649;16.356;-90.898;102.145
14;12:02:18.645;44449.501604687495;16.350;-99.001;44.250;16.356;-90.898;102.145
14;12:02:18.768;44449.50160611111;14.250;-97.200;45.900;16.356;-90.898;102.145
14;12:02:18.891;44449.50160753472;14.250;-97.951;45.151;16.356;-90.898;102.145
14;12:02:19.030;44449.50160914352;14.850;-96.750;44.701;16.356;-90.898;102.145
14;12:02:19.146;44449.50161048611;14.101;-97.800;44.701;16.356;-90.898;102.145
14;12:02:19.287;44449.50161211805;14.400;-98.250;45.450;16.356;-90.898;102.145
14;12:02:19.409;44449.5016135301;14.400;-99.300;45.000;16.356;-90.898;102.145
14;12:02:19.529;44449.50161491898;14.250;-96.449;44.850;16.356;-90.898;102.145
14;12:02:19.667;44449.50161651621;14.850;-99.750;45.750;16.356;-90.898;102.145
14;12:02:19.789;44449.50161792824;15.150;-108.000;46.500;16.356;-90.898;102.145
14;12:02:19.929;44449.50161954861;14.850;-110.249;49.500;16.356;-90.898;102.145
14;12:02:20.046;44449.50162090278;14.250;-104.401;46.350;16.356;-90.898;102.145
14;12:02:20.167;44449.50162230324;15.900;-105.000;46.500;16.356;-90.898;102.145
14;12:02:20.304;44449.50162388889;17.400;-105.299;46.950;16.356;-90.898;102.145
14;12:02:20.426;44449.50162530092;17.400;-103.799;45.750;16.356;-90.898;102.145
14;12:02:20.566;44449.501626921294;19.650;-102.299;45.000;16.356;-90.898;102.145
14;12:02:20.687;44449.501628321756;18.150;-102.299;45.000;16.356;-90.898;102.145
14;12:02:20.806;44449.50162969907;19.350;-102.000;45.000;16.356;-90.898;102.145
14;12:02:20.948;44449.50163134259;19.800;-102.150;45.151;16.356;-90.898;102.145
14;12:02:21.066;44449.50163270833;19.800;-103.200;45.599;16.356;-90.898;102.145
14;12:02:21.208;44449.50163435185;20.399;-103.500;45.450;16.356;-90.898;102.145
14;12:02:21.327;44449.50163572917;18.150;-105.299;44.701;16.356;-90.898;102.145
14;12:02:21.451;44449.50163716435;15.900;-106.799;46.950;16.356;-90.898;102.145
14;12:02:21.586;44449.501638726855;14.850;-106.500;46.950;16.356;-90.898;102.145
14;12:02:21.706;44449.50164011574;13.499;-105.450;46.350;16.356;-90.898;102.145
14;12:02:21.848;44449.501641759256;12.750;-99.899;45.900;16.356;-90.898;102.145
14;12:02:21.969;44449.50164315972;13.350;-96.750;45.450;16.356;-90.898;102.145
14;12:02:22.088;44449.50164453704;14.101;-100.800;43.500;16.356;-90.898;102.145
