#info;12:02:16.250;44449.501576967596;sensor;33171015;SX932X SAR;accuracy;3
33171015;12:02:16.250;44449.501576967596;1336.000;130901.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
33171015;12:02:21.592;44449.5016387963;11774.000;130901.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
33171015;12:02:21.905;44449.50164241898;10738.000;130901.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
33171015;12:02:26.330;44449.50169363426;588.000;130901.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
33171015;12:02:26.765;44449.50169866898;740.000;130901.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
33171015;12:02:27.408;44449.501706111114;11307.000;130901.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
33171015;12:02:27.665;44449.50170908565;10665.000;130901.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
33171015;12:02:35.646;44449.50180145833;10567.000;130901.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
33171015;12:02:36.286;44449.50180886574;11796.000;130901.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
33171015;12:02:47.157;44449.501934687505;10001.000;130901.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
33171015;12:02:48.295;44449.50194785879;655.000;130901.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
