#info;12:23:15.237;44449.51614857639;sensor;2;AK09918 Magnetometer;accuracy;3
2;12:02:16.234;44449.50157678241;18.744;1.498;-62.096;64.880
2;12:02:16.442;44449.50157918982;9.145;8.247;-61.795;63.010
2;12:02:16.585;44449.50158084491;8.095;6.598;-60.895;61.784
2;12:02:16.727;44449.501582488425;7.494;7.648;-60.146;61.091
2;12:02:16.846;44449.50158386574;6.444;7.498;-61.046;61.841
2;12:02:16.970;44449.501585300924;4.494;6.598;-60.445;60.970
2;12:02:17.112;44449.50158694445;2.394;2.698;-60.596;60.703
2;12:02:17.236;44449.50158837963;4.494;-0.902;-59.695;59.871
2;12:02:17.363;44449.50158984953;0.745;-3.902;-58.945;59.078
2;12:02:17.484;44449.501591249995;-2.705;-5.852;-57.445;57.805
2;12:02:17.607;44449.50159267361;-3.456;-6.602;-58.646;59.117
2;12:02:17.751;44449.50159434028;-2.856;-7.053;-55.795;56.312
2;12:02:17.872;44449.501595740745;-3.606;-9.302;-56.245;57.123
2;12:02:18.006;44449.501597291666;-4.506;-6.602;-55.945;56.513
2;12:02:18.127;44449.50159869213;-2.255;-8.401;-56.696;57.359
2;12:02:18.245;44449.50160005787;-1.656;-6.752;-58.046;58.461
2;12:02:18.390;44449.50160173611;-0.755;-7.352;-57.445;57.918
2;12:02:18.504;44449.501603055556;-2.406;-7.501;-58.496;59.024
2;12:02:18.644;44449.50160467593;-0.006;-8.102;-57.895;58.459
2;12:02:18.767;44449.50160609954;-2.106;-6.302;-56.245;56.637
2;12:02:18.890;44449.50160752315;-2.106;-7.053;-56.995;57.468
2;12:02:19.026;44449.50160909722;-1.506;-5.852;-57.445;57.762
2;12:02:19.145;44449.50161047454;-2.255;-6.902;-57.445;57.902
2;12:02:19.285;44449.50161209491;-1.956;-7.352;-56.696;57.204
2;12:02:19.408;44449.501613518514;-1.956;-8.401;-57.146;57.793
2;12:02:19.529;44449.50161491898;-2.106;-5.551;-57.295;57.602
2;12:02:19.666;44449.501616504625;-1.506;-8.852;-56.395;57.105
2;12:02:19.788;44449.50161791667;-1.205;-17.102;-55.646;58.227
2;12:02:19.930;44449.501619560186;-1.506;-19.351;-52.646;56.110
2;12:02:20.046;44449.50162090278;-2.106;-13.503;-55.795;57.444
2;12:02:20.167;44449.50162230324;-0.456;-14.102;-55.646;57.407
2;12:02:20.305;44449.50162390046;1.044;-14.401;-55.196;57.053
2;12:02:20.426;44449.50162530092;1.044;-12.901;-56.395;57.861
2;12:02:20.565;44449.501626909725;3.294;-11.401;-57.146;58.365
2;12:02:20.687;44449.501628321756;1.794;-11.401;-57.146;58.300
2;12:02:20.806;44449.50162969907;2.994;-11.102;-57.146;58.291
2;12:02:20.948;44449.50163134259;3.444;-11.252;-56.995;58.197
2;12:02:21.066;44449.50163270833;3.444;-12.302;-56.546;57.971
2;12:02:21.207;44449.50163434028;4.044;-12.602;-56.696;58.220
2;12:02:21.326;44449.50163571759;1.794;-14.401;-57.445;59.250
2;12:02:21.451;44449.50163716435;-0.456;-15.901;-55.196;57.442
2;12:02:21.588;44449.50163875;-1.506;-15.602;-55.196;57.378
2;12:02:21.705;44449.501640104165;-2.856;-14.552;-55.795;57.733
2;12:02:21.848;44449.501641759256;-3.606;-9.001;-56.245;57.075
2;12:02:21.968;44449.50164314815;-3.006;-5.852;-56.696;57.076
2;12:02:22.086;44449.50164451389;-2.255;-9.901;-58.646;59.518
2;12:02:22.224;44449.50164611111;1.494;-9.901;-56.696;57.573
