#info;12:02:16.240;44449.50157685185;sensor;5;LTR578 ALSPS -Wakeup Secondary;accuracy;3
5;12:02:16.240;44449.50157685185;5.906
5;12:02:16.453;44449.50157931713;6.437
5;12:02:17.165;44449.50158755787;5.374
5;12:02:17.290;44449.501589004634;1.988
5;12:02:17.756;44449.50159439815;2.586
5;12:02:18.065;44449.50159797454;1.988
5;12:02:18.391;44449.50160174769;0.793
5;12:02:18.512;44449.50160314815;1.988
5;12:02:18.825;44449.501606770835;0.793
5;12:02:19.288;44449.50161212963;0.195
5;12:02:19.605;44449.50161579861;0.793
5;12:02:19.726;44449.50161719907;0.000
5;12:02:19.927;44449.501619525465;0.195
5;12:02:20.047;44449.50162091435;0.793
5;12:02:20.168;44449.50162231481;0.598
5;12:02:21.384;44449.501636388886;0.195
5;12:02:22.166;44449.501645439814;5.374
5;12:02:22.353;44449.501647604164;5.906
5;12:02:22.492;44449.501649212965;5.374
5;12:02:22.806;44449.50165284722;5.906
5;12:02:23.445;44449.501660243055;6.437
5;12:02:23.943;44449.501666006945;5.906
5;12:02:25.291;44449.501681608795;6.437
5;12:02:25.485;44449.50168385416;6.968
5;12:02:25.607;44449.50168526621;8.030
5;12:02:26.246;44449.50169266204;6.968
5;12:02:26.387;44449.501694293984;7.499
5;12:02:26.573;44449.50169644676;9.624
5;12:02:26.707;44449.501697997686;10.155
5;12:02:27.029;44449.50170172454;8.030
5;12:02:27.211;44449.50170383102;7.499
5;12:02:27.929;44449.5017121412;6.968
5;12:02:35.651;44449.501801516206;6.968
5;12:02:36.015;44449.50180572917;6.968
5;12:02:36.448;44449.50181074074;7.499
5;12:02:37.039;44449.50181758102;6.968
5;12:02:44.909;44449.501908668986;6.437
5;12:02:45.355;44449.501913831016;6.968
5;12:02:45.496;44449.50191546296;6.437
5;12:02:46.903;44449.50193174768;6.968
5;12:02:49.415;44449.501960821755;6.437
5;12:02:50.330;44449.501971412035;6.968
5;12:02:56.850;44449.502046875;6.968
5;12:03:00.243;44449.50208614583;8.030
5;12:03:00.545;44449.5020896412;7.499
