micro;time;excel time;peak;average;RMS
micro;12:08:02.793;44449.50558788194;36.521;23.786;25.742
micro;12:08:02.933;44449.50558950231;35.563;24.212;26.263
micro;12:08:03.054;44449.50559090277;46.649;29.884;32.101
micro;12:08:03.174;44449.505592291665;47.197;32.404;34.564
micro;12:08:03.311;44449.505593877315;36.777;22.671;24.551
micro;12:08:03.431;44449.50559526621;36.650;23.915;25.868
micro;12:08:03.572;44449.50559689815;35.563;21.689;23.732
micro;12:08:03.691;44449.505598275464;35.707;21.141;23.211
micro;12:08:03.811;44449.50559966435;48.818;36.138;38.146
micro;12:08:03.951;44449.50560128472;46.848;29.644;31.922
micro;12:08:04.075;44449.5056027199;34.151;20.650;22.473
micro;12:08:04.213;44449.50560431713;68.624;34.299;42.135
micro;12:08:04.333;44449.505605706014;51.102;33.354;35.883
micro;12:08:04.452;44449.50560708334;33.442;22.118;23.973
micro;12:08:04.592;44449.50560870371;32.465;21.148;23.117
micro;12:08:04.712;44449.505610092594;32.041;20.532;22.407
micro;12:08:04.852;44449.505611712964;32.465;20.016;22.076
micro;12:08:04.971;44449.50561309028;35.417;20.908;22.925
micro;12:08:05.091;44449.50561447917;31.821;20.505;22.482
micro;12:08:05.230;44449.50561608796;33.255;21.488;23.400
micro;12:08:05.352;44449.5056175;32.465;20.031;22.121
micro;12:08:05.492;44449.50561912037;46.689;22.697;26.356
micro;12:08:05.612;44449.505620509255;49.484;25.260;29.065
micro;12:08:05.734;44449.5056219213;34.486;21.560;23.524
micro;12:08:05.872;44449.50562351852;32.669;20.243;22.137
micro;12:08:05.992;44449.50562490741;32.256;20.105;22.068
micro;12:08:06.137;44449.50562658565;38.170;22.439;24.898
micro;12:08:06.251;44449.50562790509;51.434;35.630;37.951
micro;12:08:06.371;44449.505629293984;43.807;28.828;30.944
micro;12:08:06.511;44449.505630914355;35.269;22.237;24.297
micro;12:08:06.631;44449.50563230324;33.979;21.706;23.620
micro;12:08:06.772;44449.50563393519;33.979;22.136;24.089
micro;12:08:06.891;44449.5056353125;33.064;20.207;22.123
micro;12:08:07.013;44449.50563672454;34.151;20.559;22.546
micro;12:08:07.154;44449.50563835648;32.869;20.812;22.809
micro;12:08:07.273;44449.5056397338;32.669;21.243;23.118
micro;12:08:07.413;44449.50564135417;35.117;20.812;22.998
micro;12:08:07.532;44449.505642731485;35.563;21.010;23.155
micro;12:08:07.655;44449.50564415509;32.669;20.553;22.534
micro;12:08:07.793;44449.50564575232;32.041;20.051;22.049
micro;12:08:07.912;44449.50564712963;33.442;20.687;22.626
micro;12:08:08.053;44449.50564876157;34.151;20.755;22.841
micro;12:08:08.172;44449.50565013889;32.869;21.278;23.193
micro;12:08:08.289;44449.505651493055;38.062;25.432;27.392
micro;12:08:08.429;44449.505653113425;36.391;22.272;24.312
micro;12:08:08.551;44449.50565452546;52.213;28.131;33.320
micro;12:08:08.692;44449.5056561574;47.676;28.191;31.135
micro;12:08:08.812;44449.505657546295;33.255;20.516;22.519
micro;12:08:08.931;44449.50565892361;31.821;20.332;22.259
micro;12:08:09.069;44449.50566052084;43.046;22.982;25.793
micro;12:08:09.189;44449.50566190972;32.869;20.109;22.044
micro;12:08:09.330;44449.50566354167;33.625;21.306;23.303
micro;12:08:09.449;44449.50566491898;34.151;20.811;22.798
micro;12:08:09.569;44449.50566630787;34.486;21.284;23.324
micro;12:08:09.709;44449.50566792824;32.869;20.116;22.137
micro;12:08:09.829;44449.50566931713;33.625;21.610;23.592
micro;12:08:09.970;44449.505670949075;35.707;23.559;25.520
micro;12:08:10.088;44449.505672314815;34.807;21.104;23.046
micro;12:08:10.210;44449.50567372685;34.151;20.734;22.690
micro;12:08:10.350;44449.50567534722;35.848;21.153;23.199
micro;12:08:10.471;44449.505676747685;31.596;20.722;22.575
micro;12:08:10.609;44449.50567834491;32.465;20.307;22.274
micro;12:08:10.727;44449.50567971065;33.255;20.147;22.186
micro;12:08:10.849;44449.50568112268;32.669;19.782;21.847
micro;12:08:10.988;44449.505682731484;32.256;20.326;22.173
micro;12:08:11.109;44449.505684131946;33.979;21.438;23.430
micro;12:08:11.250;44449.505685763885;31.821;19.977;21.956
micro;12:08:11.370;44449.50568715278;31.596;20.312;22.325
micro;12:08:11.489;44449.50568853009;33.255;21.303;23.243
micro;12:08:11.629;44449.50569015046;33.804;20.434;22.451
micro;12:08:11.748;44449.50569152778;33.442;20.425;22.441
micro;12:08:11.891;44449.50569318287;34.964;20.365;22.471
micro;12:08:12.009;44449.505694548614;33.442;20.558;22.568
micro;12:08:12.132;44449.50569597222;33.625;20.876;22.826
micro;12:08:12.269;44449.50569755787;34.964;21.424;23.320
micro;12:08:12.389;44449.505698946756;32.669;21.086;22.897
micro;12:08:12.532;44449.50570060185;34.648;20.783;22.819
micro;12:08:12.652;44449.50570199074;34.486;20.753;22.711
micro;12:08:12.771;44449.50570336806;33.442;20.792;22.769
micro;12:08:12.911;44449.50570498843;33.804;20.368;22.289
micro;12:08:13.033;44449.505706400465;32.465;21.135;23.070
micro;12:08:13.171;44449.50570799768;33.979;21.174;23.030
micro;12:08:13.291;44449.505709386576;33.979;21.437;23.276
micro;12:08:13.411;44449.50571077546;31.821;20.375;22.339
micro;12:08:13.550;44449.505712384256;31.364;19.255;21.194
micro;12:08:13.670;44449.50571377315;35.563;20.337;22.263
micro;12:08:13.812;44449.50571541667;31.821;20.518;22.302
micro;12:08:13.930;44449.50571678241;32.869;20.271;22.220
micro;12:08:14.053;44449.50571820602;31.821;20.131;22.084
micro;12:08:14.194;44449.505719837965;32.869;20.862;22.776
micro;12:08:14.313;44449.505721215275;35.117;20.627;22.727
micro;12:08:14.449;44449.505722789356;32.869;19.813;21.731
micro;12:08:14.570;44449.50572418982;34.486;22.115;24.095
micro;12:08:14.694;44449.505725625;35.117;21.644;23.638
micro;12:08:14.831;44449.50572721065;33.979;20.612;22.596
micro;12:08:14.950;44449.50572858796;36.902;24.141;26.113
micro;12:08:15.090;44449.50573020833;35.707;24.333;26.089
micro;12:08:15.211;44449.50573160879;37.266;23.854;25.843
micro;12:08:15.332;44449.50573300926;31.596;21.271;22.937
micro;12:08:15.472;44449.50573462963;33.625;22.024;23.942
micro;12:08:15.593;44449.50573603009;34.964;22.961;25.032
micro;12:08:15.734;44449.50573766204;33.255;21.209;23.200
micro;12:08:15.853;44449.50573903935;33.442;21.029;22.975
micro;12:08:15.974;44449.50574043981;32.465;21.696;23.570
micro;12:08:16.112;44449.505742037036;33.064;21.099;23.037
micro;12:08:16.234;44449.50574344907;35.848;22.184;24.204
micro;12:08:16.372;44449.50574504629;36.521;23.796;25.825
micro;12:08:16.491;44449.505746423616;36.777;24.510;26.328
micro;12:08:16.612;44449.50574782408;41.364;27.477;29.488
micro;12:08:16.751;44449.50574943287;36.391;24.448;26.435
micro;12:08:16.871;44449.50575082176;38.170;23.983;25.984
micro;12:08:17.013;44449.50575246528;36.521;22.051;24.056
micro;12:08:17.136;44449.505753888894;33.625;21.205;23.147
micro;12:08:17.252;44449.50575523148;32.256;20.863;22.784
micro;12:08:17.392;44449.50575685185;35.417;22.583;24.550
micro;12:08:17.509;44449.50575820602;40.000;27.266;29.354
micro;12:08:17.652;44449.50575986112;49.571;36.266;38.254
micro;12:08:17.772;44449.505761249995;46.527;32.774;34.866
micro;12:08:17.891;44449.50576262732;39.181;26.743;28.614
micro;12:08:18.031;44449.50576424769;34.648;23.030;25.030
micro;12:08:18.151;44449.505765636575;36.258;22.476;24.516
micro;12:08:18.292;44449.50576726852;37.616;23.598;25.484
micro;12:08:18.411;44449.50576864583;38.062;25.348;27.183
micro;12:08:18.532;44449.50577004629;36.521;22.508;24.402
micro;12:08:18.670;44449.50577164352;49.799;28.080;31.435
micro;12:08:18.791;44449.50577304398;33.625;21.797;23.665
micro;12:08:18.931;44449.50577466435;38.690;25.790;27.841
micro;12:08:19.052;44449.50577606482;38.890;24.481;26.444
micro;12:08:19.170;44449.50577743056;37.266;25.276;27.111
micro;12:08:19.310;44449.50577905093;36.650;25.726;27.557
micro;12:08:19.431;44449.50578045139;34.151;22.946;24.755
micro;12:08:19.571;44449.50578207176;35.117;22.058;23.927
micro;12:08:19.691;44449.50578346065;37.385;22.762;24.816
micro;12:08:19.810;44449.505784837966;32.669;20.281;22.353
micro;12:08:19.952;44449.50578648148;40.749;25.337;27.304
micro;12:08:20.072;44449.50578787037;38.486;25.815;27.873
micro;12:08:20.213;44449.50578950232;37.025;22.238;24.278
micro;12:08:20.333;44449.5057908912;34.648;21.190;23.155
micro;12:08:20.451;44449.50579225694;32.465;20.542;22.404
micro;12:08:20.590;44449.50579386574;31.821;20.493;22.367
micro;12:08:20.710;44449.505795254634;44.137;22.781;25.875
micro;12:08:20.852;44449.50579689815;47.712;26.264;29.895
micro;12:08:20.971;44449.505798275466;34.151;21.742;23.807
micro;12:08:21.090;44449.505799652776;34.648;22.110;24.140
micro;12:08:21.234;44449.50580131944;35.269;21.935;23.833
micro;12:08:21.354;44449.50580270833;32.465;20.690;22.679
micro;12:08:21.493;44449.50580431713;33.979;21.646;23.661
micro;12:08:21.614;44449.50580571759;32.869;21.988;23.844
micro;12:08:21.730;44449.50580706018;34.151;21.840;23.709
micro;12:08:21.870;44449.50580868055;34.807;21.745;23.828
micro;12:08:21.991;44449.50581008102;34.151;22.010;23.946
micro;12:08:22.132;44449.50581171297;34.648;24.001;25.802
micro;12:08:22.251;44449.505813090276;35.117;24.068;25.820
micro;12:08:22.370;44449.50581446759;34.964;21.432;23.410
micro;12:08:22.511;44449.50581609954;34.486;21.975;23.851
micro;12:08:22.633;44449.50581751157;34.486;22.165;24.084
micro;12:08:22.772;44449.50581912037;34.486;23.241;25.063
micro;12:08:22.894;44449.5058205324;33.064;22.247;23.979
micro;12:08:23.013;44449.50582190973;34.151;22.951;24.754
micro;12:08:23.153;44449.5058235301;33.804;21.460;23.377
micro;12:08:23.271;44449.50582489584;34.648;22.219;24.187
micro;12:08:23.411;44449.50582651621;34.320;21.810;23.780
micro;12:08:23.531;44449.50582790509;33.255;21.266;23.247
micro;12:08:23.651;44449.50582929398;32.869;20.294;22.222
micro;12:08:23.791;44449.50583091435;33.255;21.496;23.397
micro;12:08:23.912;44449.50583231481;32.869;20.894;22.697
micro;12:08:24.056;44449.505833981486;33.255;21.546;23.474
micro;12:08:24.171;44449.5058353125;34.486;21.079;23.037
micro;12:08:24.293;44449.50583672454;33.442;21.216;23.145
micro;12:08:24.428;44449.505838287034;32.465;20.007;21.974
micro;12:08:24.551;44449.50583971065;33.064;20.924;22.924
micro;12:08:24.694;44449.50584136574;33.255;21.288;23.185
micro;12:08:24.810;44449.505842708335;33.625;20.857;22.751
micro;12:08:24.930;44449.50584409722;33.064;20.797;22.806
micro;12:08:25.073;44449.50584575231;32.669;20.761;22.724
micro;12:08:25.190;44449.505847106484;34.151;20.720;22.766
micro;12:08:25.332;44449.50584875;34.320;22.338;24.151
micro;12:08:25.450;44449.50585011574;33.804;21.484;23.457
micro;12:08:25.574;44449.50585155093;35.848;22.626;24.757
micro;12:08:25.714;44449.5058531713;33.255;20.473;22.476
micro;12:08:25.834;44449.505854560186;33.442;20.895;22.944
micro;12:08:25.973;44449.50585616898;33.442;21.253;23.120
micro;12:08:26.092;44449.5058575463;34.964;21.852;23.697
micro;12:08:26.211;44449.505858923614;33.064;20.985;22.926
micro;12:08:26.351;44449.505860543984;33.442;20.263;22.169
micro;12:08:26.471;44449.50586193287;32.465;20.811;22.747
micro;12:08:26.612;44449.50586356482;33.255;21.747;23.608
micro;12:08:26.728;44449.505864907405;34.320;21.173;23.239
micro;12:08:26.852;44449.50586634259;33.625;21.425;23.403
micro;12:08:26.992;44449.50586796296;34.486;22.830;24.778
micro;12:08:27.111;44449.50586934028;33.804;21.990;23.871
micro;12:08:27.262;44449.50587108797;32.465;20.981;22.892
micro;12:08:27.374;44449.50587238426;33.979;20.676;22.698
micro;12:08:27.490;44449.505873726855;33.979;20.609;22.749
micro;12:08:27.628;44449.505875324074;32.465;20.773;22.745
micro;12:08:27.753;44449.50587677083;32.669;20.338;22.263
micro;12:08:27.889;44449.505878344906;33.804;21.560;23.587
micro;12:08:28.012;44449.50587976852;32.465;20.871;22.685
micro;12:08:28.132;44449.50588115741;32.256;20.882;22.738
micro;12:08:28.271;44449.5058827662;33.064;21.169;22.980
micro;12:08:28.392;44449.50588416666;32.041;20.617;22.516
micro;12:08:28.531;44449.50588577546;32.869;20.553;22.458
micro;12:08:28.652;44449.505887175925;33.064;20.747;22.779
micro;12:08:28.770;44449.505888541666;33.625;20.699;22.608
micro;12:08:28.910;44449.505890162036;33.979;21.412;23.265
micro;12:08:29.030;44449.50589155093;32.465;20.869;22.910
micro;12:08:29.171;44449.50589318287;32.869;20.307;22.220
micro;12:08:29.291;44449.50589457176;32.669;21.185;23.211
micro;12:08:29.411;44449.50589596065;35.269;20.789;22.773
micro;12:08:29.550;44449.50589756944;33.442;21.259;23.320
micro;12:08:29.671;44449.5058989699;34.964;22.509;24.431
micro;12:08:29.808;44449.50590055555;33.804;21.643;23.568
micro;12:08:29.932;44449.50590199074;35.848;23.113;25.033
micro;12:08:30.051;44449.50590336806;33.255;21.149;23.074
micro;12:08:30.190;44449.50590497685;34.320;20.801;22.793
micro;12:08:30.310;44449.50590636574;34.320;20.591;22.503
micro;12:08:30.452;44449.50590800926;35.269;21.142;23.224
micro;12:08:30.570;44449.505909375;33.979;22.970;24.657
micro;12:08:30.690;44449.50591076389;34.964;21.867;23.902
micro;12:08:30.830;44449.50591238426;34.320;21.931;23.825
micro;12:08:30.951;44449.50591378473;33.064;21.240;23.120
micro;12:08:31.089;44449.505915381946;33.064;21.370;23.223
micro;12:08:31.211;44449.505916793976;34.486;22.298;24.247
micro;12:08:31.331;44449.50591818287;33.255;21.823;23.696
micro;12:08:31.473;44449.50591982639;34.486;22.064;24.025
micro;12:08:31.591;44449.50592119213;33.979;21.320;23.431
micro;12:08:31.731;44449.5059228125;33.979;22.056;23.954
micro;12:08:31.851;44449.50592420139;34.964;23.395;25.236
micro;12:08:31.970;44449.505925578706;34.964;22.988;24.956
micro;12:08:32.112;44449.50592722222;34.320;21.641;23.737
micro;12:08:32.230;44449.50592858796;36.650;25.390;27.194
micro;12:08:32.371;44449.50593021991;34.486;22.641;24.536
micro;12:08:32.493;44449.505931631946;34.648;23.152;24.992
micro;12:08:32.612;44449.50593300926;37.025;23.571;25.657
micro;12:08:32.754;44449.50593465278;36.124;24.013;25.894
micro;12:08:32.871;44449.50593600694;36.777;23.317;25.272
micro;12:08:33.011;44449.50593762731;37.266;23.166;25.213
micro;12:08:33.130;44449.50593900463;36.902;24.163;26.281
micro;12:08:33.248;44449.50594037037;36.124;24.245;26.177
micro;12:08:33.388;44449.50594199074;38.170;24.627;26.692
micro;12:08:33.513;44449.5059434375;37.616;24.272;26.214
micro;12:08:33.648;44449.505945;37.953;24.949;26.831
micro;12:08:33.773;44449.50594644676;35.987;24.940;26.793
micro;12:08:33.891;44449.505947812504;37.616;24.674;26.601
micro;12:08:34.032;44449.50594944444;38.062;25.562;27.418
micro;12:08:34.155;44449.50595086806;36.258;24.684;26.571
micro;12:08:34.295;44449.50595248843;38.486;24.383;26.394
micro;12:08:34.416;44449.50595388889;38.382;25.232;27.138
micro;12:08:34.532;44449.50595523148;35.707;23.897;26.050
micro;12:08:34.673;44449.505956863424;37.730;25.337;27.302
micro;12:08:34.792;44449.50595824074;38.486;27.050;28.748
micro;12:08:34.934;44449.50595988426;37.730;25.171;27.104
micro;12:08:35.053;44449.50596126157;37.385;24.183;26.206
micro;12:08:35.172;44449.50596263889;40.424;26.057;28.056
micro;12:08:35.312;44449.50596425926;40.086;26.411;28.174
micro;12:08:35.435;44449.50596568287;38.890;26.388;28.327
micro;12:08:35.574;44449.50596729167;39.085;26.104;27.955
micro;12:08:35.694;44449.505968680554;37.616;25.490;27.367
micro;12:08:35.813;44449.50597005787;37.616;25.702;27.545
micro;12:08:35.953;44449.50597167824;37.266;24.687;26.747
micro;12:08:36.075;44449.50597309028;36.777;23.234;25.196
micro;12:08:36.213;44449.505974687505;37.842;24.782;26.755
micro;12:08:36.332;44449.505976064815;38.486;25.019;26.960
micro;12:08:36.452;44449.50597745371;38.486;24.090;26.114
micro;12:08:36.592;44449.50597907408;37.266;23.873;25.739
micro;12:08:36.713;44449.50598047454;35.417;22.449;24.389
micro;12:08:36.854;44449.50598210648;35.117;23.246;25.131
micro;12:08:36.973;44449.505983483796;35.848;22.357;24.313
micro;12:08:37.095;44449.50598489583;35.269;21.498;23.531
micro;12:08:37.232;44449.50598648148;34.807;23.079;25.119
micro;12:08:37.355;44449.5059879051;35.987;24.669;26.512
micro;12:08:37.495;44449.50598952547;36.902;23.911;25.856
micro;12:08:37.612;44449.505990879625;34.151;22.381;24.235
micro;12:08:37.733;44449.505992280094;34.648;22.062;24.069
micro;12:08:37.872;44449.50599388889;33.804;21.290;23.189
micro;12:08:37.993;44449.50599528935;32.465;21.488;23.346
micro;12:08:38.136;44449.50599694444;33.804;21.352;23.190
micro;12:08:38.255;44449.50599832176;35.707;20.931;23.019
micro;12:08:38.376;44449.50599972223;33.625;22.280;24.170
micro;12:08:38.516;44449.5060013426;33.979;21.409;23.354
micro;12:08:38.636;44449.50600273148;35.707;21.591;23.562
micro;12:08:38.779;44449.506004386574;32.256;20.091;22.000
micro;12:08:38.894;44449.506005717594;34.151;21.589;23.639
micro;12:08:39.009;44449.50600704861;34.807;21.957;23.964
micro;12:08:39.153;44449.50600871528;34.807;21.389;23.296
micro;12:08:39.272;44449.50601009259;33.255;20.441;22.399
micro;12:08:39.413;44449.50601172454;33.804;20.972;22.938
micro;12:08:39.533;44449.50601311342;33.442;21.176;23.095
micro;12:08:39.654;44449.506014513885;32.869;20.817;22.641
micro;12:08:39.795;44449.50601614584;31.821;20.814;22.603
micro;12:08:39.915;44449.50601753472;31.596;20.982;22.834
micro;12:08:40.056;44449.50601916667;32.465;21.301;23.115
micro;12:08:40.171;44449.50602049768;33.442;20.857;22.766
micro;12:08:40.293;44449.50602190972;32.041;19.916;21.851
micro;12:08:40.435;44449.506023553244;35.269;21.434;23.297
micro;12:08:40.554;44449.50602493055;33.625;20.726;22.582
micro;12:08:40.693;44449.506026539355;33.625;20.784;22.657
micro;12:08:40.814;44449.50602793982;33.255;21.233;23.174
micro;12:08:40.934;44449.5060293287;32.465;20.039;22.025
micro;12:08:41.075;44449.50603096065;33.625;19.867;21.844
micro;12:08:41.195;44449.50603234954;33.804;21.417;23.364
micro;12:08:41.333;44449.50603394676;47.235;26.715;29.005
micro;12:08:41.455;44449.5060353588;42.860;27.408;29.718
micro;12:08:41.576;44449.50603675926;45.711;32.097;34.211
micro;12:08:41.716;44449.50603837963;41.438;28.743;30.775
micro;12:08:41.833;44449.506039733795;40.749;25.901;28.143
micro;12:08:41.975;44449.50604137732;38.588;26.395;28.370
micro;12:08:42.087;44449.506042673616;35.987;23.784;25.636
micro;12:08:42.212;44449.50604412037;44.297;23.478;26.412
micro;12:08:42.353;44449.506045752314;38.890;25.748;27.666
micro;12:08:42.473;44449.5060471412;42.734;29.634;31.653
micro;12:08:42.615;44449.50604878472;33.442;22.285;24.110
micro;12:08:42.735;44449.506050173615;33.255;21.210;23.113
micro;12:08:42.855;44449.5060515625;33.625;21.103;23.026
micro;12:08:42.995;44449.50605318287;33.625;20.331;22.333
micro;12:08:43.113;44449.50605454861;33.804;21.141;23.120
micro;12:08:43.257;44449.50605621528;33.625;20.894;22.873
micro;12:08:43.372;44449.5060575463;32.869;21.589;23.386
micro;12:08:43.493;44449.50605894676;32.256;20.561;22.477
micro;12:08:43.634;44449.5060605787;34.320;21.990;23.935
micro;12:08:43.753;44449.50606195602;34.964;22.103;24.037
micro;12:08:43.895;44449.50606359953;33.255;20.726;22.706
micro;12:08:44.015;44449.506064988425;34.486;22.287;24.102
micro;12:08:44.136;44449.50606638889;43.287;25.207;28.139
micro;12:08:44.274;44449.50606798611;37.025;23.352;25.392
micro;12:08:44.396;44449.50606939815;36.124;23.901;25.926
micro;12:08:44.536;44449.50607101852;37.385;25.100;27.159
micro;12:08:44.653;44449.506072372686;40.172;27.122;29.260
micro;12:08:44.775;44449.50607378472;41.438;28.114;29.987
micro;12:08:44.909;44449.50607533565;35.707;22.153;24.147
micro;12:08:45.032;44449.50607675926;35.269;22.796;24.638
micro;12:08:45.169;44449.50607834491;35.117;21.745;23.902
micro;12:08:45.294;44449.50607979167;32.869;20.979;22.863
micro;12:08:45.414;44449.50608118056;35.707;20.950;23.010
micro;12:08:45.555;44449.5060828125;32.669;20.799;22.702
micro;12:08:45.674;44449.506084189816;35.848;23.969;25.957
micro;12:08:45.812;44449.50608578704;37.385;25.142;27.189
micro;12:08:45.931;44449.50608716435;33.064;20.819;22.759
micro;12:08:46.054;44449.506088587965;35.417;22.359;24.195
micro;12:08:46.193;44449.50609019676;33.064;20.991;22.862
micro;12:08:46.310;44449.506091550924;33.625;20.458;22.456
micro;12:08:46.453;44449.506093206015;33.625;21.562;23.520
micro;12:08:46.569;44449.50609454861;33.064;20.497;22.507
micro;12:08:46.693;44449.5060959838;34.486;21.404;23.401
micro;12:08:46.827;44449.50609753472;34.648;21.164;23.324
micro;12:08:46.947;44449.50609892361;35.117;20.256;22.397
micro;12:08:47.091;44449.50610059028;32.869;20.200;22.134
micro;12:08:47.208;44449.50610194444;32.256;20.747;22.738
micro;12:08:47.328;44449.50610333333;33.625;21.353;23.296
micro;12:08:47.469;44449.50610496528;32.041;20.664;22.551
micro;12:08:47.588;44449.5061063426;33.804;20.156;22.231
micro;12:08:47.728;44449.50610796297;32.256;20.849;22.880
micro;12:08:47.879;44449.50610971065;33.804;21.080;22.988
micro;12:08:48.047;44449.50611165509;33.255;21.407;23.299
micro;12:08:48.168;44449.506113055555;35.563;22.996;24.897
micro;12:08:48.287;44449.50611443287;43.464;22.188;24.924
micro;12:08:48.427;44449.50611605324;38.890;24.306;26.358
micro;12:08:48.546;44449.50611743056;40.257;21.284;23.405
micro;12:08:48.688;44449.506119074074;40.257;26.924;29.028
micro;12:08:48.807;44449.50612045139;37.953;23.423;25.593
micro;12:08:48.927;44449.50612184028;43.346;26.107;28.213
micro;12:08:49.073;44449.5061235301;38.170;25.194;27.061
micro;12:08:49.191;44449.50612489584;46.021;26.827;29.534
micro;12:08:49.329;44449.506126493055;53.274;38.875;41.377
micro;12:08:49.447;44449.5061278588;67.499;50.004;52.645
micro;12:08:49.568;44449.50612925926;72.873;58.179;60.408
micro;12:08:49.712;44449.506130925925;73.820;53.718;56.619
micro;12:08:49.828;44449.50613226852;37.953;25.421;27.418
micro;12:08:49.969;44449.50613390046;35.563;22.302;24.235
micro;12:08:50.089;44449.50613528935;33.255;21.314;23.324
micro;12:08:50.210;44449.506136689815;32.869;20.208;22.285
micro;12:08:50.348;44449.50613828703;34.320;21.210;23.085
micro;12:08:50.467;44449.50613966435;33.804;21.060;22.905
micro;12:08:50.606;44449.506141273145;34.151;20.264;22.332
micro;12:08:50.731;44449.50614271991;31.126;19.232;21.178
micro;12:08:50.846;44449.50614405093;34.151;20.472;22.425
micro;12:08:50.989;44449.50614570602;33.979;20.745;22.795
micro;12:08:51.110;44449.506147106484;33.804;21.528;23.349
micro;12:08:51.248;44449.5061487037;32.041;20.295;22.202
micro;12:08:51.368;44449.506150092595;52.730;31.952;35.709
micro;12:08:51.486;44449.506151458336;52.609;33.449;35.610
micro;12:08:51.630;44449.506153124996;45.008;32.492;34.482
micro;12:08:51.750;44449.50615451389;42.798;31.776;33.591
micro;12:08:51.887;44449.50615609954;44.402;32.423;34.438
micro;12:08:52.011;44449.50615753472;44.082;30.032;32.088
micro;12:08:52.133;44449.50615894676;38.988;24.545;26.528
micro;12:08:52.270;44449.50616053241;41.289;26.830;28.896
micro;12:08:52.390;44449.506161921294;44.959;31.788;33.837
micro;12:08:52.532;44449.506163564816;40.172;28.018;29.889
micro;12:08:52.651;44449.506164942126;43.973;26.951;29.313
micro;12:08:52.774;44449.50616636574;34.151;22.129;24.030
micro;12:08:52.908;44449.50616791667;34.151;21.801;23.699
micro;12:08:53.029;44449.50616931713;41.289;25.675;27.808
micro;12:08:53.174;44449.50617099537;40.668;27.579;29.441
micro;12:08:53.290;44449.50617233796;37.953;23.876;25.918
micro;12:08:53.410;44449.506173726855;33.625;21.070;22.965
micro;12:08:53.550;44449.506175347226;35.417;20.695;22.672
micro;12:08:53.671;44449.50617674769;33.979;20.583;22.449
micro;12:08:53.812;44449.50617837963;32.256;19.557;21.546
micro;12:08:53.930;44449.50617974537;31.821;19.855;21.751
micro;12:08:54.049;44449.506181122684;40.172;21.609;23.671
micro;12:08:54.191;44449.5061827662;33.064;20.010;22.027
micro;12:08:54.310;44449.50618414352;32.669;21.219;23.016
micro;12:08:54.450;44449.506185763894;33.064;20.140;22.060
micro;12:08:54.572;44449.506187175924;34.320;20.684;22.668
micro;12:08:54.690;44449.506188541665;33.255;20.274;22.211
micro;12:08:54.831;44449.50619017361;32.041;20.903;22.781
micro;12:08:54.951;44449.5061915625;33.064;20.660;22.581
micro;12:08:55.089;44449.50619315972;33.064;21.321;23.231
micro;12:08:55.210;44449.506194560185;38.890;25.215;27.082
micro;12:08:55.331;44449.50619596065;39.645;27.415;29.313
micro;12:08:55.470;44449.50619756944;40.000;26.860;28.856
micro;12:08:55.591;44449.5061989699;41.798;28.162;30.184
micro;12:08:55.732;44449.506200601856;38.062;25.652;27.597
micro;12:08:55.852;44449.50620199074;36.258;24.012;25.925
micro;12:08:55.970;44449.50620335648;37.953;23.645;25.718
micro;12:08:56.113;44449.506205011574;44.402;28.570;30.679
micro;12:08:56.230;44449.50620636574;35.269;22.123;24.054
micro;12:08:56.371;44449.506207997685;34.320;20.819;22.775
micro;12:08:56.489;44449.506209363426;32.669;20.321;22.372
micro;12:08:56.610;44449.50621076389;33.442;21.028;22.867
micro;12:08:56.751;44449.506212395834;32.256;20.099;22.031
micro;12:08:56.868;44449.50621375;33.442;21.458;23.519
micro;12:08:57.012;44449.506215416666;43.107;21.375;24.633
micro;12:08:57.135;44449.50621684028;35.563;23.240;25.189
micro;12:08:57.251;44449.50621818287;35.848;23.080;25.080
micro;12:08:57.389;44449.506219780094;39.181;25.228;27.246
micro;12:08:57.511;44449.50622119213;36.902;22.788;24.724
micro;12:08:57.651;44449.5062228125;35.269;22.561;24.673
micro;12:08:57.771;44449.50622420139;34.486;21.804;23.692
micro;12:08:57.888;44449.50622555555;33.625;21.099;23.089
micro;12:08:58.026;44449.50622715278;32.256;21.338;23.152
micro;12:08:58.151;44449.50622859954;34.807;22.672;24.583
micro;12:08:58.291;44449.50623021991;34.486;21.748;23.733
micro;12:08:58.410;44449.50623159722;32.869;20.799;22.836
micro;12:08:58.531;44449.506232997686;34.486;22.316;24.209
micro;12:08:58.669;44449.50623459491;39.463;24.988;27.183
micro;12:08:58.790;44449.50623599537;45.483;28.055;30.314
micro;12:08:58.930;44449.506237615744;52.928;36.442;39.247
micro;12:08:59.050;44449.50623900463;39.276;26.375;28.301
micro;12:08:59.171;44449.50624040509;40.906;28.934;30.996
micro;12:08:59.310;44449.506242013886;48.498;33.310;35.408
micro;12:08:59.430;44449.50624340278;37.385;24.183;26.075
micro;12:08:59.571;44449.50624503472;48.131;28.144;30.853
micro;12:08:59.692;44449.50624643519;61.634;42.985;46.487
micro;12:08:59.811;44449.506247812504;51.126;35.686;38.057
micro;12:08:59.950;44449.5062494213;59.691;41.564;44.017
micro;12:09:00.071;44449.50625082176;41.727;29.094;31.157
micro;12:09:00.211;44449.50625244213;42.798;31.165;33.147
micro;12:09:00.330;44449.50625381945;47.532;31.621;33.925
micro;12:09:00.450;44449.50625520833;57.219;41.663;43.643
