micro;time;excel time;peak;average;RMS
micro;12:24:23.464;44449.51693824074;63.990;49.036;51.174
micro;12:24:23.609;44449.516939918976;82.173;55.543;60.277
micro;12:24:23.725;44449.51694126157;61.146;48.433;50.346
micro;12:24:23.844;44449.51694263889;63.671;49.455;51.595
micro;12:24:23.981;44449.51694422454;80.352;56.545;61.333
micro;12:24:24.104;44449.51694564815;62.935;48.798;50.939
micro;12:24:24.244;44449.51694726852;69.499;50.792;53.597
micro;12:24:24.363;44449.51694864583;76.979;55.553;58.939
micro;12:24:24.483;44449.516950034726;80.960;48.418;54.059
micro;12:24:24.623;44449.516951655096;60.867;42.179;44.789
micro;12:24:24.744;44449.51695305556;67.440;50.216;53.290
micro;12:24:24.885;44449.5169546875;69.127;47.500;50.773
micro;12:24:25.003;44449.51695605324;57.582;41.042;43.175
micro;12:24:25.123;44449.51695744213;51.457;38.723;40.615
micro;12:24:25.263;44449.5169590625;58.720;40.635;43.046
micro;12:24:25.385;44449.51696047454;52.527;39.484;41.477
micro;12:24:25.525;44449.51696209491;56.231;40.522;42.676
micro;12:24:25.641;44449.516963437505;49.771;38.210;40.067
micro;12:24:25.776;44449.516965;56.042;40.553;42.545
micro;12:24:25.906;44449.51696650463;56.547;41.857;43.843
micro;12:24:26.028;44449.51696791667;54.236;40.573;42.700
micro;12:24:26.159;44449.516969432865;52.908;39.250;41.182
micro;12:24:26.281;44449.51697084491;56.790;40.287;42.226
micro;12:24:26.406;44449.51697229166;66.395;44.441;47.023
micro;12:24:26.548;44449.516973935184;63.801;47.561;49.775
micro;12:24:26.670;44449.51697534722;63.812;43.037;45.747
micro;12:24:26.810;44449.51697696759;72.217;59.251;61.340
micro;12:24:26.927;44449.51697832176;70.049;57.157;59.144
micro;12:24:27.046;44449.516979699074;67.705;51.322;53.444
micro;12:24:27.181;44449.51698126158;67.231;53.845;56.185
micro;12:24:27.306;44449.51698270833;64.423;52.018;54.394
micro;12:24:27.448;44449.51698435185;70.713;48.021;51.340
micro;12:24:27.569;44449.516985752314;79.911;57.166;61.540
micro;12:24:27.687;44449.516987118055;65.296;51.887;54.127
micro;12:24:27.828;44449.51698875;62.734;48.533;50.591
micro;12:24:27.947;44449.51699012732;79.900;54.784;58.824
micro;12:24:28.087;44449.51699174769;73.122;51.417;54.073
micro;12:24:28.206;44449.516993125;64.766;46.850;48.950
micro;12:24:28.326;44449.51699451389;70.171;49.706;52.525
micro;12:24:28.465;44449.516996122686;63.015;49.925;52.056
micro;12:24:28.585;44449.51699751157;64.650;48.522;50.723
micro;12:24:28.728;44449.51699916666;71.669;51.676;54.443
micro;12:24:28.846;44449.5170005324;62.185;48.581;50.841
micro;12:24:28.966;44449.5170019213;75.678;52.810;57.546
micro;12:24:29.105;44449.5170035301;79.257;54.447;59.264
micro;12:24:29.225;44449.51700491898;60.498;47.592;49.602
micro;12:24:29.368;44449.517006574075;67.388;48.873;51.140
micro;12:24:29.486;44449.517007939816;87.215;56.074;64.161
micro;12:24:29.606;44449.5170093287;69.875;52.107;55.079
micro;12:24:29.744;44449.51701092593;62.049;47.988;50.028
micro;12:24:29.865;44449.51701232639;80.952;52.764;58.121
micro;12:24:30.000;44449.51701388889;61.741;47.850;50.023
micro;12:24:30.125;44449.517015335645;64.233;48.087;50.291
micro;12:24:30.246;44449.51701673611;75.145;52.621;56.367
micro;12:24:30.386;44449.51701835648;63.101;48.437;50.532
micro;12:24:30.506;44449.51701974537;63.750;47.711;49.916
micro;12:24:30.701;44449.517022002314;78.237;53.240;58.045
micro;12:24:30.823;44449.51702341435;62.083;48.716;50.761
micro;12:24:30.965;44449.51702505787;70.693;50.892;53.412
micro;12:24:31.084;44449.517026435184;83.406;52.884;59.314
micro;12:24:31.205;44449.51702783565;62.810;49.480;51.653
micro;12:24:31.342;44449.517029421295;80.754;53.326;59.001
micro;12:24:31.465;44449.51703084491;63.143;48.368;50.358
micro;12:24:31.608;44449.5170325;64.392;48.960;51.184
micro;12:24:31.724;44449.517033842596;73.217;51.941;55.437
micro;12:24:31.844;44449.51703523148;63.608;50.792;52.668
micro;12:24:31.985;44449.51703686343;68.624;49.157;51.378
micro;12:24:32.109;44449.51703829861;82.659;53.514;59.481
micro;12:24:32.246;44449.51703988426;67.546;49.605;52.192
micro;12:24:32.364;44449.51704125;67.384;52.003;54.646
micro;12:24:32.484;44449.517042638894;66.677;51.309;53.343
micro;12:24:32.623;44449.51704424768;84.906;56.173;61.881
micro;12:24:32.745;44449.517045659726;64.841;51.041;53.035
micro;12:24:32.886;44449.517047291665;70.016;49.617;52.206
micro;12:24:33.007;44449.51704869213;78.599;50.933;55.381
micro;12:24:33.126;44449.517050069444;64.766;51.583;53.461
micro;12:24:33.264;44449.51705166667;65.898;49.183;51.300
micro;12:24:33.385;44449.51705306713;78.008;53.762;58.183
micro;12:24:33.528;44449.51705472222;64.109;49.592;51.424
micro;12:24:33.645;44449.51705607639;63.131;49.692;51.772
micro;12:24:33.765;44449.51705746527;80.137;54.688;58.838
micro;12:24:33.907;44449.517059108795;65.561;49.012;51.269
micro;12:24:34.025;44449.517060474536;63.275;48.059;50.278
micro;12:24:34.168;44449.51706212963;81.349;54.240;58.896
micro;12:24:34.285;44449.5170634838;68.313;50.767;53.151
micro;12:24:34.406;44449.51706488426;64.496;48.187;50.434
micro;12:24:34.547;44449.5170665162;79.338;52.354;57.404
micro;12:24:34.665;44449.51706788194;63.173;48.154;50.436
micro;12:24:34.805;44449.51706950231;61.489;48.050;50.158
micro;12:24:34.925;44449.517070891205;78.291;53.625;57.890
micro;12:24:35.046;44449.51707229167;66.403;50.007;52.440
micro;12:24:35.186;44449.51707391204;77.445;52.325;56.127
micro;12:24:35.304;44449.51707527778;77.352;56.526;61.251
micro;12:24:35.448;44449.517076944445;71.411;52.377;54.612
micro;12:24:35.566;44449.517078310186;64.994;48.810;50.980
micro;12:24:35.698;44449.51707983796;86.851;57.517;64.662
micro;12:24:35.824;44449.5170812963;75.273;51.960;54.676
micro;12:24:35.946;44449.517082708335;66.896;49.450;51.800
micro;12:24:36.087;44449.517084340274;71.529;50.848;53.898
micro;12:24:36.211;44449.517085775464;68.313;49.873;52.360
micro;12:24:36.326;44449.51708710648;74.441;56.169;58.974
micro;12:24:36.466;44449.51708872685;70.092;53.349;55.846
micro;12:24:36.586;44449.51709011574;67.510;53.895;56.052
micro;12:24:36.727;44449.517091747686;74.155;54.230;57.071
micro;12:24:36.846;44449.517093125;78.464;56.668;60.624
micro;12:24:36.966;44449.51709451389;68.239;52.486;54.726
micro;12:24:37.105;44449.51709612268;69.531;51.981;54.318
micro;12:24:37.226;44449.517097523145;86.347;55.459;61.635
micro;12:24:37.369;44449.517099178236;70.943;51.002;53.902
micro;12:24:37.486;44449.51710053241;73.772;50.296;53.701
micro;12:24:37.606;44449.5171019213;73.665;52.590;55.560
micro;12:24:37.754;44449.51710363426;65.916;49.012;51.386
micro;12:24:37.866;44449.51710493056;67.955;50.002;52.231
micro;12:24:38.007;44449.5171065625;68.653;52.186;54.375
micro;12:24:38.125;44449.517107928245;64.935;51.377;53.474
micro;12:24:38.246;44449.517109328706;72.050;52.988;55.552
micro;12:24:38.386;44449.51711094908;65.187;49.633;52.071
micro;12:24:38.506;44449.51711233796;82.051;58.873;63.877
micro;12:24:38.646;44449.51711395833;69.017;51.875;54.139
micro;12:24:38.767;44449.5171153588;64.959;50.895;53.146
micro;12:24:38.888;44449.51711675926;72.292;53.343;56.494
micro;12:24:39.025;44449.517118344906;70.724;52.256;54.855
micro;12:24:39.146;44449.517119745375;63.756;49.238;51.320
micro;12:24:39.287;44449.517121377314;72.726;51.778;55.041
micro;12:24:39.406;44449.51712275463;68.815;51.551;53.967
micro;12:24:39.530;44449.51712418981;67.059;48.912;51.447
micro;12:24:39.664;44449.51712574074;66.845;51.606;53.773
micro;12:24:39.786;44449.51712715278;63.481;49.152;51.397
micro;12:24:39.924;44449.51712875;70.315;50.012;52.590
micro;12:24:40.044;44449.51713013889;75.981;53.874;58.550
micro;12:24:40.165;44449.51713153935;68.793;48.627;51.319
micro;12:24:40.306;44449.51713317129;64.660;49.965;52.031
micro;12:24:40.424;44449.51713453703;70.906;51.929;55.855
micro;12:24:40.567;44449.51713619213;66.265;49.223;51.890
micro;12:24:40.683;44449.51713753473;61.663;47.190;49.297
micro;12:24:40.803;44449.517138923606;80.493;55.356;62.183
micro;12:24:40.943;44449.51714054398;62.457;48.189;50.125
micro;12:24:41.067;44449.517141979166;71.155;51.384;54.367
micro;12:24:41.204;44449.517143564815;75.638;53.199;57.269
micro;12:24:41.323;44449.51714494213;70.911;48.638;51.742
micro;12:24:41.443;44449.51714633102;69.002;50.619;53.007
micro;12:24:41.584;44449.517147962964;79.979;55.861;60.945
micro;12:24:41.703;44449.517149340274;67.655;49.457;51.901
micro;12:24:41.847;44449.51715100695;66.629;50.041;52.344
micro;12:24:41.966;44449.51715238426;86.935;55.291;62.164
micro;12:24:42.084;44449.51715375;66.761;49.034;51.606
micro;12:24:42.224;44449.51715537037;66.086;50.086;52.376
micro;12:24:42.344;44449.51715675926;80.977;53.823;59.230
micro;12:24:42.480;44449.51715833333;59.948;46.549;48.681
micro;12:24:42.605;44449.517159780095;62.035;47.519;49.694
micro;12:24:42.726;44449.517161180556;72.145;51.451;54.262
micro;12:24:42.863;44449.517162766206;66.876;49.652;51.821
micro;12:24:42.984;44449.51716416667;69.771;50.250;52.546
micro;12:24:43.127;44449.51716582176;80.120;54.337;60.235
micro;12:24:43.245;44449.5171671875;69.933;50.640;53.752
micro;12:24:43.363;44449.51716855324;62.178;49.659;51.691
micro;12:24:43.506;44449.51717020833;66.073;49.565;51.952
micro;12:24:43.624;44449.51717157407;79.274;54.090;58.543
micro;12:24:43.768;44449.51717324074;68.853;51.667;53.907
micro;12:24:43.883;44449.51717457176;66.340;49.801;52.223
micro;12:24:44.003;44449.517175960646;80.042;54.552;59.189
micro;12:24:44.147;44449.51717762732;68.004;51.922;54.286
micro;12:24:44.266;44449.51717900463;66.107;50.583;52.955
micro;12:24:44.405;44449.51718061343;76.709;54.349;57.678
micro;12:24:44.527;44449.51718202546;67.170;50.467;52.991
micro;12:24:44.644;44449.517183379634;64.104;48.155;50.221
micro;12:24:44.783;44449.51718498842;82.538;56.569;61.607
micro;12:24:44.902;44449.517186365745;66.797;48.806;50.965
micro;12:24:45.043;44449.517187997684;61.222;47.383;49.510
micro;12:24:45.166;44449.5171894213;76.248;54.011;57.638
micro;12:24:45.285;44449.51719079861;72.506;52.630;55.981
micro;12:24:45.423;44449.51719239583;67.216;48.507;50.705
micro;12:24:45.544;44449.517193796295;73.371;50.869;54.197
micro;12:24:45.683;44449.51719540509;61.274;48.046;50.147
micro;12:24:45.804;44449.51719680555;69.542;47.626;50.542
micro;12:24:45.925;44449.51719820602;74.638;53.410;56.893
micro;12:24:46.066;44449.51719983797;65.296;50.294;52.462
micro;12:24:46.184;44449.51720120371;69.136;50.217;52.818
micro;12:24:46.325;44449.51720283565;81.617;57.825;62.599
micro;12:24:46.445;44449.51720422454;64.313;50.710;53.009
micro;12:24:46.564;44449.51720560185;65.534;51.088;53.304
micro;12:24:46.704;44449.51720722222;77.725;53.910;57.927
micro;12:24:46.824;44449.51720861111;68.537;48.771;51.155
micro;12:24:46.966;44449.517210254635;64.217;48.935;51.208
micro;12:24:47.085;44449.517211631945;79.630;54.057;59.428
micro;12:24:47.206;44449.517213032406;63.739;46.825;49.056
micro;12:24:47.346;44449.51721465278;63.370;47.283;49.679
micro;12:24:47.463;44449.51721600695;76.771;55.616;59.455
micro;12:24:47.607;44449.51721767361;72.604;49.977;53.062
micro;12:24:47.727;44449.5172190625;70.814;50.133;52.625
micro;12:24:47.841;44449.517220381946;81.950;57.736;62.879
micro;12:24:47.982;44449.51722201389;65.863;49.083;51.201
micro;12:24:48.105;44449.5172234375;68.138;51.486;53.819
micro;12:24:48.245;44449.51722505787;82.481;54.439;60.354
micro;12:24:48.363;44449.51722642361;70.519;50.896;53.500
micro;12:24:48.484;44449.51722782408;66.777;51.190;53.204
micro;12:24:48.624;44449.51722944445;76.832;53.543;58.016
micro;12:24:48.745;44449.51723084491;62.703;49.634;51.587
micro;12:24:48.885;44449.51723246528;65.729;50.272;52.732
micro;12:24:49.004;44449.51723384259;74.585;50.975;54.466
micro;12:24:49.125;44449.51723524305;75.831;54.384;57.473
micro;12:24:49.263;44449.51723684028;66.765;52.921;55.083
micro;12:24:49.383;44449.517238229164;83.087;57.427;63.216
micro;12:24:49.525;44449.517239872686;86.568;57.990;64.364
micro;12:24:49.645;44449.51724126158;67.276;52.447;54.750
micro;12:24:49.764;44449.51724263889;81.066;54.041;59.348
micro;12:24:49.903;44449.51724424769;86.177;60.105;65.422
micro;12:24:50.023;44449.51724563657;69.950;51.249;53.386
micro;12:24:50.166;44449.51724729167;79.687;52.109;57.055
micro;12:24:50.285;44449.517248668984;76.346;51.798;56.724
micro;12:24:50.404;44449.517250046294;69.167;51.770;54.589
micro;12:24:50.546;44449.51725168982;70.149;50.753;53.714
micro;12:24:50.663;44449.51725304398;70.789;53.464;56.179
micro;12:24:50.804;44449.51725467593;68.850;50.764;53.349
micro;12:24:50.925;44449.51725607639;65.474;48.994;51.496
micro;12:24:51.045;44449.51725746528;83.023;56.940;61.312
micro;12:24:51.185;44449.51725908565;65.492;51.842;54.184
micro;12:24:51.304;44449.51726046296;65.894;48.835;51.472
micro;12:24:51.445;44449.51726209491;70.874;52.229;55.406
micro;12:24:51.565;44449.517263483795;66.353;49.788;52.141
micro;12:24:51.685;44449.51726487269;62.562;48.011;49.986
micro;12:24:51.824;44449.51726648148;72.245;50.822;54.429
micro;12:24:51.944;44449.51726787037;62.457;49.611;51.638
micro;12:24:52.087;44449.51726952546;72.065;52.565;55.388
micro;12:24:52.205;44449.5172708912;74.771;53.170;56.797
micro;12:24:52.323;44449.51727225694;63.654;50.022;52.173
micro;12:24:52.463;44449.51727387731;67.132;50.211;52.606
micro;12:24:52.583;44449.517275266204;82.265;55.473;60.433
micro;12:24:52.725;44449.517276909726;68.475;52.452;54.690
micro;12:24:52.844;44449.517278287036;65.814;49.654;51.939
micro;12:24:52.964;44449.51727967593;72.889;52.479;54.949
micro;12:24:53.106;44449.517281319444;65.052;49.777;51.924
micro;12:24:53.226;44449.51728270833;63.287;47.727;50.045
micro;12:24:53.366;44449.5172843287;73.897;52.136;55.846
micro;12:24:53.486;44449.51728571759;65.765;50.086;52.420
micro;12:24:53.604;44449.517287083334;63.756;48.004;50.416
micro;12:24:53.744;44449.517288703704;79.227;53.942;58.330
micro;12:24:53.863;44449.517290081014;62.542;49.344;51.366
micro;12:24:54.004;44449.51729171297;63.417;48.769;50.845
micro;12:24:54.125;44449.51729311343;78.315;53.594;57.913
micro;12:24:54.245;44449.517294502315;71.476;49.623;52.241
micro;12:24:54.386;44449.51729613426;69.985;51.657;54.360
micro;12:24:54.506;44449.51729752315;80.552;54.619;58.833
micro;12:24:54.646;44449.51729914352;67.017;51.246;53.608
micro;12:24:54.764;44449.51730050926;67.369;50.462;52.686
micro;12:24:54.887;44449.517301932865;74.530;52.289;55.763
micro;12:24:55.028;44449.51730356482;68.481;52.020;54.329
micro;12:24:55.146;44449.51730493056;68.739;51.596;53.914
micro;12:24:55.287;44449.5173065625;68.465;53.192;55.424
micro;12:24:55.406;44449.517307939816;66.864;50.572;52.816
micro;12:24:55.529;44449.51730936342;66.817;52.299;54.359
micro;12:24:55.668;44449.517310972224;81.581;56.311;61.215
micro;12:24:55.785;44449.51731232639;67.812;51.799;54.238
micro;12:24:55.927;44449.5173139699;66.227;49.765;52.254
micro;12:24:56.048;44449.517315370365;78.534;53.896;57.736
micro;12:24:56.167;44449.51731674769;63.470;50.735;52.732
micro;12:24:56.307;44449.51731836806;61.924;48.708;50.604
micro;12:24:56.427;44449.517319756946;79.371;53.195;57.955
micro;12:24:56.570;44449.51732141204;64.238;48.977;51.034
micro;12:24:56.686;44449.51732275463;64.190;48.398;50.819
micro;12:24:56.806;44449.51732414352;80.722;55.501;59.808
micro;12:24:56.945;44449.51732575231;61.727;50.223;52.029
micro;12:24:57.067;44449.51732716435;61.267;48.033;50.080
micro;12:24:57.208;44449.5173287963;79.696;57.170;60.937
micro;12:24:57.331;44449.51733021991;64.871;49.936;52.258
micro;12:24:57.449;44449.51733158565;63.311;48.672;51.047
micro;12:24:57.586;44449.5173331713;83.247;55.467;60.774
micro;12:24:57.707;44449.51733457176;67.197;51.180;53.555
micro;12:24:57.849;44449.51733621528;63.113;47.866;50.168
micro;12:24:57.968;44449.517337592595;74.869;51.853;55.594
micro;12:24:58.089;44449.51733899306;64.836;48.865;51.302
micro;12:24:58.227;44449.517340590275;64.532;49.357;51.841
micro;12:24:58.346;44449.51734196759;77.582;55.028;58.508
micro;12:24:58.489;44449.51734362269;68.572;49.269;51.522
micro;12:24:58.606;44449.51734497685;62.372;48.253;50.323
micro;12:24:58.729;44449.51734640046;87.401;55.954;62.545
micro;12:24:58.868;44449.51734800926;64.104;48.567;50.828
micro;12:24:58.986;44449.517349375004;77.600;54.510;58.041
micro;12:24:59.128;44449.51735101852;79.126;55.007;59.816
micro;12:24:59.247;44449.51735239584;64.801;49.197;51.300
micro;12:24:59.369;44449.51735380787;72.895;53.402;55.643
micro;12:24:59.508;44449.51735541667;76.825;55.455;58.806
micro;12:24:59.628;44449.517356805554;71.224;52.863;55.825
micro;12:24:59.767;44449.51735841435;65.716;50.799;53.229
micro;12:24:59.887;44449.51735980324;77.252;57.175;60.791
micro;12:25:00.006;44449.51736118055;66.457;52.396;54.626
micro;12:25:00.154;44449.517362893515;64.423;48.793;51.304
micro;12:25:00.269;44449.517364224535;84.954;56.074;61.725
micro;12:25:00.407;44449.51736582176;63.857;49.471;51.560
micro;12:25:00.527;44449.51736721065;64.088;48.917;51.064
micro;12:25:00.649;44449.517368622684;82.308;55.663;60.646
micro;12:25:00.786;44449.517370208334;65.376;51.495;53.454
micro;12:25:00.906;44449.51737159722;64.434;48.553;50.708
micro;12:25:01.048;44449.51737324074;76.711;52.931;56.785
micro;12:25:01.168;44449.517374629635;63.682;49.172;51.420
micro;12:25:01.286;44449.51737599537;62.904;48.369;50.498
micro;12:25:01.426;44449.51737761574;76.157;53.599;56.207
micro;12:25:01.550;44449.51737905093;65.211;50.140;52.375
micro;12:25:01.689;44449.51738065972;62.555;49.199;51.253
micro;12:25:01.807;44449.517382025464;83.750;55.416;61.173
micro;12:25:01.926;44449.51738340278;70.240;53.101;55.706
micro;12:25:02.065;44449.517385011575;67.407;49.318;51.919
micro;12:25:02.187;44449.51738642361;87.542;55.955;62.035
micro;12:25:02.327;44449.51738804398;68.736;51.804;54.236
micro;12:25:02.445;44449.517389409724;67.572;50.100;52.532
micro;12:25:02.581;44449.5173909838;73.632;53.083;56.262
micro;12:25:02.707;44449.517392442125;67.005;49.299;51.831
micro;12:25:02.827;44449.51739383102;62.411;48.199;50.502
micro;12:25:02.969;44449.51739547454;72.453;53.272;56.065
micro;12:25:03.089;44449.517396863426;66.214;49.899;52.357
micro;12:25:03.209;44449.51739825231;60.539;48.708;50.685
micro;12:25:03.347;44449.51739984954;81.048;57.863;61.986
micro;12:25:03.467;44449.51740123842;64.741;50.026;52.192
micro;12:25:03.607;44449.51740285879;68.090;51.506;53.582
micro;12:25:03.734;44449.517404328704;77.669;53.432;57.022
micro;12:25:03.846;44449.517405624996;65.955;51.544;54.032
micro;12:25:03.986;44449.51740724537;62.947;49.334;51.400
micro;12:25:04.106;44449.51740863426;73.459;51.482;54.579
micro;12:25:04.248;44449.51741027778;68.887;51.115;53.664
micro;12:25:04.369;44449.517411678244;71.543;50.532;54.059
micro;12:25:04.491;44449.517413090274;67.948;51.070;53.528
micro;12:25:04.628;44449.517414675924;67.094;49.195;51.496
micro;12:25:04.747;44449.51741605324;79.118;54.392;59.125
micro;12:25:04.890;44449.51741770833;65.889;50.747;53.184
micro;12:25:05.006;44449.51741905093;70.627;50.536;52.940
micro;12:25:05.125;44449.51742042824;81.020;56.005;60.045
micro;12:25:05.272;44449.51742212963;77.482;53.585;57.621
micro;12:25:05.385;44449.5174234375;73.043;53.622;56.585
micro;12:25:05.529;44449.51742510417;70.614;53.150;56.109
micro;12:25:05.646;44449.51742645833;68.073;50.429;52.767
micro;12:25:05.767;44449.517427858795;65.437;49.559;51.849
micro;12:25:05.907;44449.517429479165;62.753;48.953;51.062
micro;12:25:06.028;44449.51743087963;72.535;51.738;55.301
micro;12:25:06.172;44449.5174325463;69.399;50.577;53.392
micro;12:25:06.288;44449.51743388889;68.952;49.900;52.282
micro;12:25:06.406;44449.51743525463;80.707;52.993;58.311
micro;12:25:06.547;44449.51743688657;64.158;49.485;51.455
micro;12:25:06.666;44449.517438263894;65.400;48.827;51.457
micro;12:25:06.806;44449.517439884265;79.563;52.298;57.458
micro;12:25:06.927;44449.51744128473;63.137;49.685;51.809
micro;12:25:07.048;44449.51744268519;62.709;48.991;51.020
micro;12:25:07.186;44449.517444282406;71.112;51.530;54.787
micro;12:25:07.307;44449.51744568287;65.933;48.965;51.069
micro;12:25:07.449;44449.51744732639;64.413;50.047;52.205
micro;12:25:07.567;44449.51744869213;78.200;51.941;55.857
micro;12:25:07.694;44449.517450162035;63.580;49.307;51.374
micro;12:25:07.830;44449.517451736116;64.465;47.997;50.403
micro;12:25:07.948;44449.51745310186;82.018;55.818;60.705
micro;12:25:08.093;44449.51745478009;63.323;49.435;51.457
micro;12:25:08.206;44449.51745608797;67.128;49.150;51.411
micro;12:25:08.327;44449.51745748843;79.887;54.958;59.485
micro;12:25:08.466;44449.517459097224;66.986;51.854;54.019
micro;12:25:08.586;44449.51746048611;79.393;55.379;58.863
micro;12:25:08.728;44449.51746212963;81.059;53.870;58.765
micro;12:25:08.849;44449.517463530094;66.081;52.492;54.814
micro;12:25:08.969;44449.51746491899;72.136;52.728;55.625
micro;12:25:09.105;44449.51746649305;73.793;53.878;56.464
micro;12:25:09.225;44449.517467881946;69.385;52.192;54.844
micro;12:25:09.368;44449.51746953704;63.329;47.661;50.005
micro;12:25:09.490;44449.517470949075;74.355;55.320;58.372
micro;12:25:09.607;44449.51747230324;67.924;51.225;53.991
micro;12:25:09.749;44449.51747394676;78.939;53.330;58.420
micro;12:25:09.867;44449.5174753125;82.089;56.375;60.478
micro;12:25:10.009;44449.51747695602;69.675;51.777;54.095
micro;12:25:10.126;44449.51747831018;65.774;50.300;52.656
micro;12:25:10.246;44449.517479699076;78.675;54.280;58.158
micro;12:25:10.389;44449.51748135417;70.089;52.202;55.155
micro;12:25:10.510;44449.51748275463;67.680;50.925;53.320
micro;12:25:10.647;44449.51748434028;87.068;55.942;61.914
micro;12:25:10.765;44449.51748570602;65.698;51.195;53.369
micro;12:25:10.887;44449.51748711806;66.848;48.794;51.303
micro;12:25:11.025;44449.51748871528;85.921;57.912;63.356
micro;12:25:11.151;44449.51749017361;65.693;50.672;52.759
micro;12:25:11.287;44449.51749174768;64.634;49.554;51.710
micro;12:25:11.410;44449.5174931713;81.692;53.826;59.828
micro;12:25:11.526;44449.517494513886;65.023;49.757;52.159
micro;12:25:11.667;44449.51749614583;62.677;47.676;49.912
micro;12:25:11.787;44449.51749753472;80.772;54.128;59.886
micro;12:25:11.928;44449.51749916667;65.960;49.819;52.004
micro;12:25:12.047;44449.51750054398;71.215;50.364;53.113
micro;12:25:12.169;44449.51750195602;71.991;52.436;54.868
micro;12:25:12.305;44449.51750353009;68.014;51.018;53.310
micro;12:25:12.427;44449.51750494213;63.499;48.873;50.996
micro;12:25:12.573;44449.51750663195;85.280;58.133;63.787
micro;12:25:12.688;44449.51750796296;77.570;56.945;59.684
micro;12:25:12.808;44449.51750935185;79.863;55.977;60.327
micro;12:25:12.948;44449.51751097222;86.686;57.315;63.294
micro;12:25:13.069;44449.51751237268;67.532;53.058;55.567
micro;12:25:13.210;44449.517514004634;66.353;50.291;52.729
micro;12:25:13.326;44449.51751534722;79.341;54.203;59.246
micro;12:25:13.450;44449.517516782405;64.532;49.825;52.070
micro;12:25:13.586;44449.517518356486;66.064;50.125;52.368
micro;12:25:13.707;44449.51751975695;74.446;52.149;55.520
micro;12:25:13.846;44449.51752136574;64.022;49.491;51.695
micro;12:25:13.967;44449.517522766204;63.767;49.162;51.120
micro;12:25:14.088;44449.517524166666;80.101;56.660;61.788
micro;12:25:14.232;44449.51752583333;65.858;50.303;52.377
micro;12:25:14.349;44449.517527187505;65.602;49.449;51.509
micro;12:25:14.493;44449.517528854165;87.758;56.279;62.954
micro;12:25:14.608;44449.517530185185;67.328;51.226;53.350
micro;12:25:14.727;44449.517531562495;65.593;49.259;51.589
micro;12:25:14.869;44449.51753320602;77.852;53.015;57.612
micro;12:25:14.988;44449.517534583334;62.158;48.586;50.637
micro;12:25:15.130;44449.51753622685;69.233;51.345;54.099
micro;12:25:15.249;44449.517537604166;80.199;57.097;60.425
micro;12:25:15.367;44449.51753896991;67.143;52.400;54.732
micro;12:25:15.510;44449.517540625;74.883;54.310;58.316
micro;12:25:15.630;44449.517542013884;80.061;55.042;59.796
micro;12:25:15.769;44449.517543622685;62.049;48.602;50.651
micro;12:25:15.889;44449.51754501158;79.398;52.193;57.288
micro;12:25:16.009;44449.517546400464;81.646;56.330;61.491
micro;12:25:16.151;44449.51754804398;65.390;51.099;53.041
micro;12:25:16.269;44449.51754940972;65.698;52.265;54.474
micro;12:25:16.410;44449.51755104167;75.213;49.728;53.819
micro;12:25:16.528;44449.51755240741;67.121;50.814;53.048
micro;12:25:16.646;44449.51755377315;68.439;51.440;53.622
micro;12:25:16.785;44449.51755538194;68.634;51.874;54.524
micro;12:25:16.907;44449.51755679398;67.462;49.700;52.297
micro;12:25:17.050;44449.51755844908;64.077;49.149;51.196
micro;12:25:17.170;44449.517559837965;73.379;49.941;53.093
micro;12:25:17.289;44449.51756121528;79.345;56.643;60.568
micro;12:25:17.430;44449.51756284722;64.994;50.509;52.711
micro;12:25:17.548;44449.51756421296;75.505;53.039;56.874
micro;12:25:17.688;44449.51756583333;84.934;54.935;61.264
micro;12:25:17.807;44449.51756721065;70.157;51.862;54.596
micro;12:25:17.927;44449.517568599535;64.381;48.727;51.039
micro;12:25:18.069;44449.51757024306;85.657;55.039;61.898
micro;12:25:18.187;44449.5175716088;67.945;53.003;55.378
micro;12:25:18.330;44449.51757326389;65.863;50.005;52.195
micro;12:25:18.451;44449.51757466435;82.015;54.869;59.534
micro;12:25:18.566;44449.51757599537;64.940;51.026;53.386
micro;12:25:18.711;44449.517577673614;67.407;49.795;52.071
micro;12:25:18.827;44449.5175790162;81.809;56.520;60.871
micro;12:25:18.969;44449.517580659725;68.069;51.426;53.496
micro;12:25:19.088;44449.517582037035;63.896;48.266;50.778
micro;12:25:19.208;44449.51758342593;83.262;54.649;60.231
micro;12:25:19.347;44449.51758503472;68.439;51.225;53.519
micro;12:25:19.470;44449.51758645833;61.684;49.055;51.078
micro;12:25:19.608;44449.517588055554;78.337;53.899;58.405
micro;12:25:19.726;44449.517589421295;64.066;48.292;50.586
micro;12:25:19.848;44449.51759083333;68.837;48.898;51.722
micro;12:25:19.986;44449.51759243055;71.143;51.636;54.381
micro;12:25:20.109;44449.517593854165;66.222;50.862;53.243
micro;12:25:20.248;44449.51759546297;65.273;48.434;51.032
micro;12:25:20.369;44449.51759686343;85.986;56.243;61.648
micro;12:25:20.491;44449.51759827546;69.952;52.458;54.564
micro;12:25:20.627;44449.51759984954;61.973;48.423;50.623
micro;12:25:20.747;44449.517601238425;83.791;57.455;63.153
micro;12:25:20.888;44449.51760287037;75.794;56.117;59.079
micro;12:25:21.007;44449.51760424768;68.329;51.384;53.679
micro;12:25:21.129;44449.51760565973;79.039;55.373;59.305
