battery;time;excel time;level [%];voltage;temperature;mixed
battery;12:03:51.775;44449.50268258102;33.000;3.733;28.300;67.000
battery;12:03:52.790;44449.50269432871;33.000;3.733;28.300;67.000
battery;12:03:53.888;44449.50270703704;33.000;3.733;28.300;67.000
battery;12:03:54.910;44449.50271886574;33.000;3.733;28.300;67.000
battery;12:03:55.874;44449.502730023145;33.000;3.733;28.300;67.000
battery;12:03:56.946;44449.50274243056;33.000;3.733;28.300;67.000
battery;12:03:57.912;44449.502753611116;33.000;3.733;28.300;67.000
battery;12:03:58.935;44449.50276545139;33.000;3.733;28.300;67.000
battery;12:03:59.976;44449.502777500005;33.000;3.733;28.300;67.000
battery;12:04:00.992;44449.50278925926;33.000;3.733;28.300;67.000
battery;12:04:02.119;44449.502802303236;33.000;3.733;28.300;67.000
battery;12:04:03.185;44449.50281464121;33.000;3.733;28.300;67.000
battery;12:04:04.152;44449.50282583333;33.000;3.733;28.300;67.000
battery;12:04:05.170;44449.50283761574;33.000;3.733;28.300;67.000
battery;12:04:06.269;44449.502850335644;33.000;3.733;28.300;67.000
battery;12:04:07.235;44449.5028615162;33.000;3.733;28.300;67.000
battery;12:04:08.305;44449.50287390046;33.000;3.733;28.300;67.000
battery;12:04:09.329;44449.502885752314;33.000;3.733;28.300;67.000
battery;12:04:10.368;44449.50289777778;33.000;3.733;28.300;67.000
battery;12:04:11.333;44449.50290894676;33.000;3.733;28.300;67.000
battery;12:04:12.356;44449.50292078704;33.000;3.733;28.300;67.000
battery;12:04:13.449;44449.5029334375;33.000;3.733;28.300;67.000
battery;12:04:14.494;44449.50294553241;33.000;3.733;28.300;67.000
battery;12:04:15.461;44449.50295672454;33.000;3.733;28.300;67.000
battery;12:04:16.526;44449.502969050925;33.000;3.733;28.300;67.000
battery;12:04:17.557;44449.5029809838;33.000;3.733;28.300;67.000
battery;12:04:18.571;44449.50299271991;33.000;3.733;28.300;67.000
battery;12:04:19.613;44449.5030047801;33.000;3.733;28.300;67.000
battery;12:04:20.633;44449.503016585644;33.000;3.733;28.300;67.000
battery;12:04:21.599;44449.5030277662;33.000;3.733;28.300;67.000
battery;12:04:22.619;44449.50303957176;33.000;3.733;28.300;67.000
battery;12:04:23.688;44449.50305194444;33.000;3.733;28.300;67.000
battery;12:04:24.738;44449.503064097225;33.000;3.733;28.300;67.000
battery;12:04:25.756;44449.503075879635;33.000;3.733;28.300;67.000
battery;12:04:26.772;44449.50308763889;33.000;3.733;28.300;67.000
battery;12:04:27.807;44449.50309961806;33.000;3.733;28.300;67.000
battery;12:04:28.887;44449.50311211805;33.000;3.733;28.300;67.000
battery;12:04:29.908;44449.50312393518;33.000;3.733;28.300;67.000
battery;12:04:30.867;44449.50313503473;33.000;3.733;28.300;67.000
battery;12:04:31.871;44449.50314665509;33.000;3.733;28.300;67.000
battery;12:04:32.936;44449.50315898148;33.000;3.733;28.300;67.000
battery;12:04:33.893;44449.50317005787;33.000;3.733;28.300;67.000
battery;12:04:34.987;44449.50318271991;33.000;3.733;28.300;67.000
battery;12:04:36.008;44449.503194537036;33.000;3.733;28.300;67.000
battery;12:04:37.027;44449.50320633102;33.000;3.733;28.300;67.000
battery;12:04:37.988;44449.503217453705;33.000;3.733;28.300;67.000
battery;12:04:39.096;44449.503230277776;33.000;3.733;28.300;67.000
battery;12:04:40.110;44449.50324201389;33.000;3.733;28.300;67.000
battery;12:04:41.183;44449.50325443287;33.000;3.733;28.300;67.000
battery;12:04:42.214;44449.50326636574;33.000;3.733;28.300;67.000
battery;12:04:43.227;44449.50327809028;33.000;3.733;28.300;67.000
battery;12:04:44.325;44449.50329079861;33.000;3.733;28.300;67.000
battery;12:04:45.364;44449.50330282407;33.000;3.733;28.300;67.000
battery;12:04:46.385;44449.5033146412;33.000;3.733;28.300;67.000
battery;12:04:47.465;44449.5033271412;33.000;3.733;28.300;67.000
battery;12:04:48.484;44449.50333893519;33.000;3.733;28.300;67.000
battery;12:04:49.464;44449.50335027778;33.000;3.733;28.300;67.000
battery;12:04:50.470;44449.50336192129;33.000;3.733;28.300;67.000
battery;12:04:51.493;44449.503373761574;33.000;3.733;28.300;67.000
battery;12:04:52.510;44449.50338553241;33.000;3.733;28.300;67.000
battery;12:04:53.610;44449.503398263885;33.000;3.733;28.300;67.000
battery;12:04:54.573;44449.50340940972;33.000;3.733;28.300;67.000
battery;12:04:55.648;44449.503421851856;33.000;3.733;28.300;67.000
battery;12:04:56.615;44449.50343304398;33.000;3.733;28.300;67.000
battery;12:04:57.633;44449.50344482639;33.000;3.733;28.300;67.000
battery;12:04:58.669;44449.503456817125;33.000;3.733;28.300;67.000
battery;12:04:59.689;44449.503468622686;33.000;3.733;28.300;67.000
battery;12:05:00.960;44449.503483333334;33.000;3.733;28.300;67.000
battery;12:05:01.963;44449.503494942124;33.000;3.733;28.300;67.000
battery;12:05:03.285;44449.503510243056;33.000;3.733;28.300;67.000
battery;12:05:04.292;44449.50352189815;33.000;3.733;28.300;67.000
battery;12:05:05.315;44449.503533738425;33.000;3.733;28.300;67.000
battery;12:05:06.342;44449.503545625004;33.000;3.733;28.300;67.000
battery;12:05:07.384;44449.50355768518;33.000;3.733;28.300;67.000
battery;12:05:08.448;44449.50357;33.000;3.733;28.300;67.000
battery;12:05:09.473;44449.50358186342;33.000;3.733;28.300;67.000
battery;12:05:10.599;44449.50359489583;33.000;3.733;28.300;67.000
battery;12:05:11.452;44449.50360476851;33.000;3.733;28.300;67.000
battery;12:05:12.549;44449.50361746528;33.000;3.733;28.300;67.000
battery;12:05:13.568;44449.503629259256;33.000;3.733;28.300;67.000
battery;12:05:14.591;44449.50364109954;33.000;3.733;28.300;67.000
battery;12:05:15.607;44449.503652858795;33.000;3.733;28.300;67.000
battery;12:05:16.573;44449.50366403935;33.000;3.733;28.300;67.000
battery;12:05:17.613;44449.50367607639;33.000;3.733;28.300;67.000
battery;12:05:18.688;44449.50368851852;33.000;3.733;28.300;67.000
battery;12:05:19.652;44449.50369967593;33.000;3.733;28.300;67.000
battery;12:05:20.727;44449.50371211805;33.000;3.733;28.300;67.000
battery;12:05:21.693;44449.50372329861;33.000;3.733;28.300;67.000
battery;12:05:22.787;44449.50373596065;33.000;3.733;28.300;67.000
battery;12:05:23.806;44449.50374775463;33.000;3.733;28.300;67.000
battery;12:05:24.827;44449.50375957176;33.000;3.733;28.300;67.000
battery;12:05:25.792;44449.50377074074;33.000;3.733;28.300;67.000
battery;12:05:26.812;44449.50378254629;33.000;3.733;28.300;67.000
battery;12:05:27.893;44449.50379505787;33.000;3.733;28.300;67.000
battery;12:05:28.928;44449.503807037036;33.000;3.733;28.300;67.000
battery;12:05:29.948;44449.5038188426;33.000;3.733;28.300;67.000
battery;12:05:30.977;44449.503830752314;33.000;3.733;28.300;67.000
battery;12:05:32.022;44449.50384284722;33.000;3.733;28.300;67.000
battery;12:05:33.034;44449.503854560186;33.000;3.733;28.300;67.000
battery;12:05:34.055;44449.503866377316;33.000;3.733;28.300;67.000
battery;12:05:35.093;44449.5038783912;33.000;3.733;28.300;67.000
battery;12:05:36.087;44449.50388989583;33.000;3.733;28.300;67.000
battery;12:05:37.143;44449.50390211806;33.000;3.733;28.300;67.000
battery;12:05:38.165;44449.503913946755;33.000;3.733;28.300;67.000
battery;12:05:39.226;44449.503926226855;33.000;3.733;28.300;67.000
battery;12:05:40.201;44449.503937511574;33.000;3.733;28.300;67.000
battery;12:05:41.210;44449.50394918981;33.000;3.733;28.300;67.000
battery;12:05:42.308;44449.50396189815;33.000;3.733;28.300;67.000
battery;12:05:43.266;44449.50397298612;33.000;3.733;28.300;67.000
battery;12:05:44.286;44449.50398479166;33.000;3.733;28.300;67.000
battery;12:05:45.308;44449.50399662037;33.000;3.733;28.300;67.000
battery;12:05:46.331;44449.504008460644;33.000;3.733;28.300;67.000
battery;12:05:47.366;44449.50402043981;33.000;3.733;28.300;67.000
battery;12:05:48.391;44449.504032303244;33.000;3.733;28.300;67.000
battery;12:05:49.416;44449.504044166664;33.000;3.733;28.300;67.000
battery;12:05:50.450;44449.50405613426;33.000;3.733;28.300;67.000
battery;12:05:51.474;44449.50406798611;33.000;3.733;28.300;67.000
battery;12:05:52.546;44449.50408039352;33.000;3.733;28.300;67.000
battery;12:05:53.515;44449.5040916088;33.000;3.733;28.300;67.000
battery;12:05:54.535;44449.50410341435;33.000;3.733;28.300;67.000
battery;12:05:55.627;44449.50411605324;33.000;3.733;28.300;67.000
battery;12:05:56.450;44449.50412557871;33.000;3.743;28.700;67.000
battery;12:05:56.593;44449.5041272338;33.000;3.743;28.700;67.000
battery;12:05:57.617;44449.50413908565;33.000;3.743;28.700;67.000
battery;12:05:58.686;44449.50415145833;33.000;3.743;28.700;67.000
battery;12:05:59.654;44449.50416266204;33.000;3.743;28.700;67.000
battery;12:06:00.749;44449.50417533565;33.000;3.743;28.700;67.000
battery;12:06:01.768;44449.50418712963;33.000;3.743;28.700;67.000
battery;12:06:02.731;44449.50419827546;33.000;3.743;28.700;67.000
battery;12:06:03.809;44449.50421075232;33.000;3.743;28.700;67.000
battery;12:06:04.847;44449.504222766205;33.000;3.743;28.700;67.000
battery;12:06:05.811;44449.50423392361;33.000;3.743;28.700;67.000
battery;12:06:06.828;44449.50424569444;33.000;3.743;28.700;67.000
battery;12:06:07.855;44449.50425758102;33.000;3.743;28.700;67.000
battery;12:06:08.874;44449.504269375;33.000;3.743;28.700;67.000
battery;12:06:09.894;44449.504281180554;33.000;3.743;28.700;67.000
battery;12:06:10.934;44449.50429321759;33.000;3.743;28.700;67.000
battery;12:06:11.951;44449.504304988426;33.000;3.743;28.700;67.000
battery;12:06:12.973;44449.504316817125;33.000;3.743;28.700;67.000
battery;12:06:13.994;44449.504328634255;33.000;3.743;28.700;67.000
battery;12:06:15.014;44449.50434043982;33.000;3.743;28.700;67.000
battery;12:06:16.054;44449.504352476855;33.000;3.743;28.700;67.000
battery;12:06:17.077;44449.50436431713;33.000;3.743;28.700;67.000
battery;12:06:18.093;44449.50437607639;33.000;3.743;28.700;67.000
battery;12:06:19.112;44449.50438787037;33.000;3.743;28.700;67.000
battery;12:06:20.211;44449.504400590275;33.000;3.743;28.700;67.000
battery;12:06:21.169;44449.50441167824;33.000;3.743;28.700;67.000
battery;12:06:22.194;44449.50442354167;33.000;3.743;28.700;67.000
battery;12:06:23.213;44449.50443533565;33.000;3.743;28.700;67.000
battery;12:06:24.234;44449.50444715278;33.000;3.743;28.700;67.000
battery;12:06:25.254;44449.504458958334;33.000;3.743;28.700;67.000
battery;12:06:26.289;44449.5044709375;33.000;3.743;28.700;67.000
battery;12:06:27.311;44449.504482766206;33.000;3.743;28.700;67.000
battery;12:06:28.334;44449.50449460648;33.000;3.743;28.700;67.000
battery;12:06:29.356;44449.50450643519;33.000;3.743;28.700;67.000
battery;12:06:30.372;44449.504518194444;33.000;3.743;28.700;67.000
battery;12:06:31.415;44449.504530266204;33.000;3.743;28.700;67.000
battery;12:06:32.437;44449.5045420949;33.000;3.743;28.700;67.000
battery;12:06:33.454;44449.50455386574;33.000;3.743;28.700;67.000
battery;12:06:34.473;44449.50456565972;33.000;3.743;28.700;67.000
battery;12:06:35.492;44449.5045774537;33.000;3.743;28.700;67.000
battery;12:06:36.534;44449.50458951389;33.000;3.743;28.700;67.000
battery;12:06:37.554;44449.504601319444;33.000;3.743;28.700;67.000
battery;12:06:38.576;44449.50461314815;33.000;3.743;28.700;67.000
battery;12:06:39.593;44449.504624918976;33.000;3.743;28.700;67.000
battery;12:06:40.616;44449.50463675926;33.000;3.743;28.700;67.000
battery;12:06:41.710;44449.504649421295;33.000;3.743;28.700;67.000
battery;12:06:42.674;44449.50466057871;33.000;3.743;28.700;67.000
battery;12:06:43.749;44449.504673020834;33.000;3.743;28.700;67.000
battery;12:06:44.718;44449.50468423611;33.000;3.743;28.700;67.000
battery;12:06:45.732;44449.504695972224;33.000;3.743;28.700;67.000
battery;12:06:46.775;44449.50470804398;33.000;3.743;28.700;67.000
battery;12:06:47.797;44449.50471987268;33.000;3.743;28.700;67.000
battery;12:06:48.815;44449.50473165509;33.000;3.743;28.700;67.000
battery;12:06:49.834;44449.50474344907;33.000;3.743;28.700;67.000
battery;12:06:50.854;44449.50475525463;33.000;3.743;28.700;67.000
battery;12:06:51.899;44449.504767349536;33.000;3.743;28.700;67.000
battery;12:06:52.911;44449.504779062496;33.000;3.743;28.700;67.000
battery;12:06:53.929;44449.504790844905;33.000;3.743;28.700;67.000
battery;12:06:54.952;44449.50480268519;33.000;3.743;28.700;67.000
battery;12:06:55.972;44449.50481449074;33.000;3.743;28.700;67.000
battery;12:06:56.487;44449.50482045139;33.000;3.745;28.400;67.000
battery;12:06:57.011;44449.504826516204;33.000;3.745;28.400;67.000
battery;12:06:58.029;44449.50483829861;33.000;3.745;28.400;67.000
battery;12:06:59.050;44449.50485011574;33.000;3.745;28.400;67.000
battery;12:07:00.069;44449.50486190972;33.000;3.745;28.400;67.000
battery;12:07:01.095;44449.504873784725;33.000;3.745;28.400;67.000
battery;12:07:02.130;44449.50488576389;33.000;3.745;28.400;67.000
battery;12:07:03.155;44449.50489762731;33.000;3.745;28.400;67.000
battery;12:07:04.169;44449.50490936343;33.000;3.745;28.400;67.000
battery;12:07:05.187;44449.50492114583;33.000;3.745;28.400;67.000
battery;12:07:06.209;44449.50493297454;33.000;3.745;28.400;67.000
