geo;time;excel time;lon;lat;alt;provider;accuracy;course;speed;distance
geo;12:46:01.137;44449.531957604166;8.69912395;50.11460068;148.160;gps;10.720;0.000;0.000;186.659
geo;12:46:02.096;44449.531968703704;8.69912588;50.11460024;148.249;gps;9.648;0.000;0.000;186.659
geo;12:46:03.138;44449.53198076389;8.69912671;50.11460029;148.252;gps;9.648;0.000;0.000;186.718
geo;12:46:04.093;44449.53199181713;8.69912877;50.11459980;148.438;gps;8.576;0.000;0.000;186.874
geo;12:46:05.112;44449.53200361111;8.69913270;50.11459950;148.554;gps;8.576;0.000;0.000;187.156
geo;12:46:06.133;44449.53201542824;8.69913447;50.11459926;148.483;gps;9.648;0.000;0.000;187.285
geo;12:46:07.104;44449.53202666667;8.69913383;50.11459914;148.388;gps;9.648;0.000;0.000;187.333
geo;12:46:07.617;44449.53203260417;8.69902190;50.11463470;152.800;net;21.721;0.000;0.000;187.333
geo;12:46:08.115;44449.53203836805;8.69913007;50.11459964;148.133;gps;7.504;0.000;0.000;187.607
geo;12:46:09.135;44449.53205017361;8.69912929;50.11459974;148.176;gps;7.504;0.000;0.000;187.663
geo;12:46:10.092;44449.53206125;8.69912841;50.11459978;148.155;gps;7.504;0.000;0.000;187.726
geo;12:46:11.135;44449.53207332176;8.69912810;50.11459981;148.176;gps;8.576;0.000;0.000;187.748
geo;12:46:12.097;44449.53208445602;8.69912854;50.11459994;148.158;gps;8.576;0.000;0.000;187.783
geo;12:46:13.115;44449.53209623843;8.69912943;50.11459976;148.316;gps;8.576;0.000;0.000;187.849
geo;12:46:14.141;44449.532108113424;8.69912969;50.11459967;148.316;gps;9.648;0.000;0.000;187.870
geo;12:46:15.094;44449.53211914352;8.69912997;50.11459961;148.335;gps;10.720;0.000;0.000;187.892
geo;12:46:16.111;44449.53213091435;8.69913027;50.11459955;148.359;gps;10.720;0.000;0.000;187.914
geo;12:46:17.131;44449.53214271991;8.69913041;50.11459951;148.364;gps;10.720;0.000;0.000;187.925
geo;12:46:18.102;44449.53215395834;8.69913051;50.11459948;148.368;gps;10.720;0.000;0.000;187.933
geo;12:46:19.139;44449.53216596065;8.69913058;50.11459947;148.374;gps;11.792;0.000;0.000;187.938
geo;12:46:20.092;44449.532176990746;8.69913063;50.11459942;148.388;gps;12.864;0.000;0.000;187.944
geo;12:46:21.112;44449.53218879629;8.69913064;50.11459939;148.391;gps;12.864;0.000;0.000;187.948
geo;12:46:22.132;44449.532200601854;8.69913069;50.11459934;148.401;gps;12.864;0.000;0.000;187.954
geo;12:46:23.102;44449.5322118287;8.69913082;50.11459931;148.406;gps;12.864;0.000;0.000;187.964
geo;12:46:24.116;44449.53222356482;8.69913088;50.11459929;148.406;gps;11.792;0.000;0.000;187.969
geo;12:46:25.139;44449.53223540509;8.69913147;50.11459919;148.437;gps;11.792;0.000;0.000;188.013
geo;12:46:26.091;44449.53224642361;8.69913219;50.11459906;148.464;gps;12.864;0.000;0.000;188.066
geo;12:46:27.134;44449.53225849537;8.69913256;50.11459900;148.466;gps;11.792;0.000;0.000;188.093
geo;12:46:28.099;44449.532269664356;8.69913275;50.11459897;148.466;gps;11.792;0.000;0.000;188.107
geo;12:46:29.114;44449.53228141204;8.69913249;50.11459900;148.447;gps;11.792;0.000;0.000;188.126
geo;12:46:29.552;44449.53228648148;8.69904650;50.11463120;152.800;net;20.560;0.000;0.000;188.126
geo;12:46:30.138;44449.53229326389;8.69913006;50.11459963;148.213;gps;10.720;0.000;0.000;188.313
geo;12:46:31.092;44449.532304305554;8.69912884;50.11459994;148.217;gps;10.720;0.000;0.000;188.406
geo;12:46:32.113;44449.532316122684;8.69912821;50.11460009;148.213;gps;11.792;0.000;0.000;188.454
geo;12:46:33.134;44449.532327939814;8.69912784;50.11460018;148.209;gps;11.792;0.000;0.000;188.482
geo;12:46:34.096;44449.532339074074;8.69912765;50.11460022;148.210;gps;11.792;0.000;0.000;188.496
geo;12:46:35.139;44449.532351145834;8.69912755;50.11460024;148.211;gps;10.720;0.000;0.000;188.504
geo;12:46:36.097;44449.5323622338;8.69912755;50.11460027;148.209;gps;9.648;0.000;0.000;188.507
geo;12:46:37.115;44449.5323740162;8.69912683;50.11460028;148.191;gps;8.576;0.000;0.000;188.559
geo;12:49:47.600;44449.53457870371;8.69897770;50.11465460;152.800;net;19.743;0.000;0.000;0.000
geo;12:49:50.169;44449.534608437505;8.69911741;50.11459933;148.451;gps;12.864;0.000;0.000;0.000
geo;12:49:51.121;44449.53461945602;8.69911847;50.11459866;148.617;gps;9.648;0.000;0.000;0.000
geo;12:49:52.147;44449.534631331015;8.69912084;50.11459864;148.706;gps;10.720;0.000;0.000;0.000
geo;12:49:53.101;44449.53464237269;8.69912390;50.11459792;149.032;gps;10.720;0.000;0.000;0.000
geo;12:49:54.122;44449.53465418982;8.69912688;50.11459775;148.968;gps;9.648;0.000;0.000;0.213
geo;12:49:55.146;44449.53466604167;8.69912915;50.11459762;148.934;gps;9.648;0.000;0.000;0.376
geo;12:49:56.100;44449.534677083335;8.69913022;50.11459777;148.872;gps;8.576;0.000;0.000;0.454
geo;12:49:57.125;44449.53468894676;8.69913207;50.11459719;149.243;gps;7.504;0.000;0.000;0.600
geo;12:49:58.169;44449.53470103009;8.69913175;50.11459725;149.181;gps;7.504;0.000;0.000;0.624
geo;12:49:59.120;44449.53471203704;8.69913221;50.11459707;149.289;gps;7.504;0.000;0.000;0.663
geo;12:50:00.140;44449.53472384259;8.69913331;50.11459691;149.292;gps;7.504;0.000;0.000;0.743
geo;12:50:01.105;44449.53473501158;8.69913536;50.11459655;149.342;gps;6.432;0.000;0.000;0.894
geo;12:50:02.124;44449.534746805555;8.69913633;50.11459667;149.260;gps;6.432;0.000;0.000;0.965
geo;12:50:03.087;44449.53475795139;8.69913679;50.11459675;149.254;gps;6.432;0.000;0.000;0.999
geo;12:50:04.103;44449.53476971065;8.69913689;50.11459676;149.255;gps;6.432;0.000;0.000;1.006
geo;12:50:05.120;44449.53478148148;8.69913757;50.11459660;149.329;gps;6.432;0.000;0.000;1.058
geo;12:50:06.161;44449.534793530096;8.69913758;50.11459667;149.312;gps;6.432;0.000;0.000;1.065
geo;12:50:07.126;44449.53480469907;8.69913690;50.11459691;149.282;gps;5.360;0.000;0.000;1.121
geo;12:50:07.622;44449.534810439814;8.69901490;50.11463170;152.800;net;19.836;0.000;0.000;1.121
geo;12:50:08.147;44449.5348165162;8.69913422;50.11459767;149.055;gps;5.360;0.000;0.000;1.329
geo;12:50:09.098;44449.53482752315;8.69913283;50.11459807;149.050;gps;5.360;0.000;0.000;1.438
geo;12:50:10.121;44449.53483936343;8.69913199;50.11459832;149.042;gps;5.360;0.000;0.000;1.504
geo;12:50:11.141;44449.53485116898;8.69913158;50.11459844;149.044;gps;5.360;0.000;0.000;1.536
geo;12:50:12.109;44449.53486237269;8.69913131;50.11459852;149.042;gps;6.432;0.000;0.000;1.557
geo;12:50:13.122;44449.534874097226;8.69913140;50.11459850;149.064;gps;6.432;0.000;0.000;1.564
geo;12:50:14.167;44449.53488619213;8.69913149;50.11459847;149.069;gps;6.432;0.000;0.000;1.571
geo;12:50:15.119;44449.534897210644;8.69913153;50.11459847;149.067;gps;6.432;0.000;0.000;1.574
geo;12:50:16.084;44449.53490837963;8.69913212;50.11459830;149.129;gps;5.360;0.000;0.000;1.620
geo;12:50:17.102;44449.53492016204;8.69913337;50.11459794;149.234;gps;5.360;0.000;0.000;1.718
geo;12:50:18.123;44449.53493197917;8.69913403;50.11459775;149.237;gps;5.360;0.000;0.000;1.769
geo;12:50:19.147;44449.53494383102;8.69913436;50.11459765;149.238;gps;5.360;0.000;0.000;1.795
geo;12:50:20.100;44449.53495486111;8.69913451;50.11459761;149.237;gps;6.432;0.000;0.000;1.807
geo;12:50:21.119;44449.53496665509;8.69913494;50.11459749;149.277;gps;6.432;0.000;0.000;1.840
geo;12:50:22.161;44449.53497871528;8.69913515;50.11459742;149.280;gps;6.432;0.000;0.000;1.857
geo;12:50:23.126;44449.534989884254;8.69913524;50.11459739;149.280;gps;6.432;0.000;0.000;1.865
geo;12:50:24.149;44449.53500172454;8.69913529;50.11459738;149.279;gps;7.504;0.000;0.000;1.868
geo;12:50:25.099;44449.535012719905;8.69913532;50.11459737;149.280;gps;7.504;0.000;0.000;1.871
geo;12:50:26.119;44449.53502452547;8.69913533;50.11459736;149.279;gps;7.504;0.000;0.000;1.872
geo;12:50:27.139;44449.53503633101;8.69913532;50.11459737;149.276;gps;6.432;0.000;0.000;1.873
geo;12:50:27.659;44449.53504234954;8.69896500;50.11463540;155.500;net;17.827;0.000;0.000;1.873
geo;12:50:28.105;44449.53504751157;8.69913184;50.11459826;148.933;gps;6.432;0.000;0.000;2.140
geo;12:50:29.123;44449.53505929398;8.69913008;50.11459871;148.933;gps;6.432;0.000;0.000;2.275
geo;12:50:30.164;44449.535071342594;8.69912921;50.11459892;148.937;gps;6.432;0.000;0.000;2.342
geo;12:50:31.120;44449.53508240741;8.69912884;50.11459901;148.947;gps;6.432;0.000;0.000;2.370
geo;12:50:32.086;44449.53509358796;8.69912874;50.11459905;148.953;gps;5.360;0.000;0.000;2.378
geo;12:50:33.108;44449.53510541667;8.69912867;50.11459907;148.954;gps;4.288;0.000;0.000;2.384
geo;12:53:10.553;44449.536927696754;8.69894850;50.11469220;151.600;net;17.669;0.000;0.000;2.384
geo;12:53:14.131;44449.5369691088;8.69912172;50.11460175;148.318;gps;19.296;0.000;0.000;2.384
geo;12:53:15.096;44449.53698027778;8.69911799;50.11460360;147.709;gps;16.080;0.000;0.000;2.384
geo;12:53:16.114;44449.53699206018;8.69911666;50.11460527;147.424;gps;9.648;0.000;0.000;2.384
geo;12:53:17.136;44449.537003888894;8.69914334;50.11460205;151.624;gps;8.576;177.900;0.670;4.318
geo;12:53:18.097;44449.53701501158;8.69918417;50.11463883;160.947;gps;7.504;0.000;0.000;9.335
geo;12:53:19.133;44449.53702700231;8.69918749;50.11467022;162.452;gps;7.504;0.000;0.000;12.831
geo;12:53:20.098;44449.5370381713;8.69918631;50.11468431;161.054;gps;6.432;0.000;0.000;14.399
geo;12:53:20.658;44449.53704465278;8.69893010;50.11467200;151.600;net;15.714;0.000;0.000;14.399
geo;12:53:21.118;44449.53704997685;8.69917854;50.11468957;159.604;gps;4.288;227.000;0.270;15.204
geo;12:53:22.139;44449.53706179398;8.69917888;50.11469033;157.132;gps;5.360;0.000;0.000;15.292
geo;12:53:23.097;44449.53707288194;8.69918797;50.11469195;157.871;gps;5.360;0.000;0.000;15.964
geo;12:53:24.113;44449.537084641204;8.69919351;50.11469672;161.342;gps;4.288;0.000;0.000;16.625
geo;12:53:25.131;44449.537096423606;8.69919076;50.11470397;161.976;gps;4.288;0.000;0.000;17.454
geo;12:53:26.101;44449.53710765047;8.69919661;50.11471644;162.950;gps;4.288;0.000;0.000;18.901
geo;12:53:27.137;44449.5371196412;8.69920557;50.11472157;164.234;gps;4.288;0.000;0.000;19.757
geo;12:53:28.094;44449.537130717596;8.69921135;50.11471611;162.720;gps;4.288;0.000;0.000;20.490
geo;12:53:29.111;44449.53714248842;8.69921546;50.11471313;162.183;gps;4.288;69.100;0.240;20.932
geo;12:53:30.132;44449.53715430555;8.69922080;50.11471219;163.166;gps;4.288;0.000;0.000;21.327
geo;12:53:31.154;44449.53716613426;8.69921981;50.11471140;162.676;gps;4.288;180.600;0.260;21.440
geo;12:53:32.116;44449.53717726852;8.69922111;50.11470753;163.903;gps;4.288;0.000;0.000;21.879
geo;12:53:33.139;44449.5371891088;8.69921899;50.11470857;164.002;gps;4.288;0.000;0.000;22.070
geo;12:53:34.096;44449.53720018519;8.69922013;50.11470848;164.077;gps;4.288;0.000;0.000;22.152
geo;12:53:35.135;44449.53721221065;8.69922041;50.11470840;164.089;gps;4.288;0.000;0.000;22.173
geo;12:53:36.101;44449.537223391206;8.69922098;50.11469801;162.816;gps;4.288;0.000;0.000;23.329
geo;12:53:37.114;44449.53723511574;8.69922149;50.11469434;163.447;gps;4.288;0.000;0.000;23.738
geo;12:53:38.133;44449.53724690972;8.69922368;50.11469477;164.047;gps;4.288;0.000;0.000;23.901
geo;12:53:39.099;44449.53725809028;8.69922542;50.11468995;163.024;gps;4.288;223.200;0.200;24.451
geo;12:53:40.113;44449.53726982639;8.69922708;50.11469217;163.949;gps;3.216;0.000;0.000;24.725
geo;12:53:40.697;44449.537276585645;8.69894100;50.11467530;151.600;net;15.649;0.000;0.000;24.725
geo;12:53:41.131;44449.53728160879;8.69922711;50.11469144;163.001;gps;3.216;0.000;0.000;24.806
geo;12:53:42.098;44449.53729280093;8.69922689;50.11468955;162.179;gps;3.216;0.000;0.000;25.016
geo;12:53:43.139;44449.53730484954;8.69922664;50.11469044;162.407;gps;3.216;0.000;0.000;25.117
geo;12:53:44.095;44449.53731591435;8.69922844;50.11469132;162.160;gps;3.216;0.000;0.000;25.278
geo;12:53:45.113;44449.53732769676;8.69922809;50.11469069;161.714;gps;3.216;0.000;0.000;25.352
geo;12:53:46.136;44449.53733953704;8.69922654;50.11469207;162.119;gps;3.216;0.000;0.000;25.541
geo;12:53:47.098;44449.53735067129;8.69922346;50.11468708;160.821;gps;3.216;0.000;0.000;26.138
geo;12:53:48.115;44449.53736244213;8.69922167;50.11468223;160.848;gps;3.216;0.000;0.000;26.692
geo;12:53:49.141;44449.53737431713;8.69922022;50.11468022;160.846;gps;4.288;0.000;0.000;26.938
geo;12:53:50.095;44449.537385358795;8.69921949;50.11467922;160.846;gps;4.288;0.000;0.000;27.060
geo;12:53:51.136;44449.5373974074;8.69921853;50.11467878;160.969;gps;4.288;0.000;0.000;27.144
geo;12:53:52.103;44449.537408599535;8.69921839;50.11467831;161.086;gps;5.360;0.000;0.000;27.198
